,title,runtime,stars,directors,filming_location,aka,oscars_won,genres,budget,domestic_gross,worldwide_gross,mpaa_rating,release
1331,Medea,Not found,"['Zoe Caldwell', 'Judith Anderson', 'Mitchell Ryan']",['Mark Cullingham'],"Eisenhower Theatre, John F. Kennedy Center for the Performing Arts - 2700 F Street NW, Washington, District of Columbia, USA",Not found,1,"['actor: [', '{', '@type: Person', 'url: /name/nm0129807/', 'name: Zoe Caldwell', '}', '{', '@type: Person', 'url: /name/nm0000752/', 'name: Judith Anderson', '}', '{', '@type: Person', 'url: /name/nm0752751/', 'name: Mitchell Ryan', '}', '{', '@type: Person', 'url: /name/nm0111795/', 'name: Jacqueline Brookes', '}']",Not found,Not found,Not found,,Not found
1332,Medea,135,"['Montserrat Caballé', 'José Carreras', 'Yelena Obraztsova']",['José Pavón'],"Mérida's roman theatre, Mérida, Badajoz, Extremadura, Spain",Not found,0,"['Crime', 'Drama', 'Music']",Not found,Not found,Not found,,14 October 1989 (Spain)
1333,Medea,Not found,Not found,['Leopold Lindtberg'],Not found,Not found,0,"['director: {', '@type: Person', 'url: /name/nm0512548/', 'name: Leopold Lindtberg', '}']",Not found,Not found,Not found,,Not found
1334,Medea,Not found,"['Elena Zareschi', 'Nando Gazzolo', 'Elio Jotta']",['Alexis Minotis'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0953447/', 'name: Elena Zareschi', '}', '{', '@type: Person', 'url: /name/nm0311168/', 'name: Nando Gazzolo', '}', '{', '@type: Person', 'url: /name/nm0431006/', 'name: Elio Jotta', '}', '{', '@type: Person', 'url: /name/nm0314314/', 'name: Adolfo Geri', '}']",Not found,Not found,Not found,,1965 (Italy)
1335,Medea,Not found,"['Mariangela Melato', 'Antonio Fattorini', 'Edda Valente']",['Tomaso Sherman'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0577423/', 'name: Mariangela Melato', '}', '{', '@type: Person', 'url: /name/nm2023819/', 'name: Antonio Fattorini', '}', '{', '@type: Person', 'url: /name/nm2028045/', 'name: Edda Valente', '}']",Not found,Not found,Not found,,24 July 1989 (Italy)
1336,Medea,Not found,"['Lars Finholt', 'Jan Frostad', 'Gro Mette Garmo']",['Pål Løkkeberg'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm7567781/', 'name: Lars Finholt', '}', '{', '@type: Person', 'url: /name/nm1118112/', 'name: Jan Frostad', '}', '{', '@type: Person', 'url: /name/nm8828267/', 'name: Gro Mette Garmo', '}', '{', '@type: Person', 'url: /name/nm0345017/', 'name: Marit Grønhaug', '}']",Not found,Not found,Not found,,15 November 1983 (Norway)
1337,Medea,67,"['Marine Goderdzishvili', 'Viktoria Laperashvili', 'Vladimer Julukhadze']","['Gogi Aleksidze', 'Elguja Jgenti']",Not found,Медея,0,"['Drama', 'Music', 'Musical']",Not found,Not found,Not found,,1979 (Soviet Union)
1338,Medea,110,"['Chantal Contouri', 'Michael Zachariou', 'Irene Cassimatis']",['Nick Skiadopoulos'],"Fairfield Park Amphitheatre, Melbourne, Victoria, Australia",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0176460/', 'name: Chantal Contouri', '}', '{', '@type: Person', 'url: /name/nm10659078/', 'name: Michael Zachariou', '}', '{', '@type: Person', 'url: /name/nm0144280/', 'name: Irene Cassimatis', '}', '{', '@type: Person', 'url: /name/nm10659079/', 'name: Dimitris Kallis', '}']",Not found,Not found,Not found,,4 March 1984 (Australia)
1339,Medea,90,"['Maria Wimmer', 'Wolfgang Arps', 'Gerda Maurus']",['Karl Heinz Stroux'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0934485/', 'name: Maria Wimmer', '}', '{', '@type: Person', 'url: /name/nm0037102/', 'name: Wolfgang Arps', '}', '{', '@type: Person', 'url: /name/nm0561276/', 'name: Gerda Maurus', '}', '{', '@type: Person', 'url: /name/nm0651319/', 'name: Heinrich Ortmayer', '}']",Not found,Not found,Not found,,12 December 1963 (West Germany)
1340,Medea,107,"['Cameron Comstock', 'Rosemary Cook', 'Sean Cook']",['Dan Burkey'],Not found,Not found,0,"['Crime', 'Drama']",Not found,Not found,Not found,,October 2012 (USA)
1341,Medea,46,"['Ganci Geraedts', 'Josée Ruiter']",['Frans Zwartjes'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0313855/', 'name: Ganci Geraedts', '}', '{', '@type: Person', 'url: /name/nm0749564/', 'name: Josée Ruiter', '}']",Not found,Not found,Not found,,19 December 1982 (Netherlands)
1342,Medea,136,"['Anna Caterina Antonacci', 'Giuseppe Filianoti', 'Cinzla Forte']",['Paola Longobardo'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0031239/', 'name: Anna Caterina Antonacci', '}', '{', '@type: Person', 'url: /name/nm2054931/', 'name: Giuseppe Filianoti', '}', '{', '@type: Person', 'url: /name/nm5523091/', 'name: Cinzla Forte', '}', '{', '@type: Person', 'url: /name/nm0591273/', 'name: Sara Mingardo', '}']",Not found,Not found,Not found,,30 July 2009 (Italy)
1343,Medea,70,"['Liliana Biamonte', 'Javier Montenegro', 'Erick Calderon']",['Alexandra Latishev Salazar'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm3727208/', 'name: Liliana Biamonte', '}', '{', '@type: Person', 'url: /name/nm8154461/', 'name: Javier Montenegro', '}', '{', '@type: Person', 'url: /name/nm4778691/', 'name: Erick Calderon', '}', '{', '@type: Person', 'url: /name/nm8094123/', 'name: Marianella Protti', '}']",Not found,Not found,Not found,,September 2016 (Spain)
1344,Medea,Not found,"['Sarah Ferrati', 'Ivo Garrani', 'Annibale Ninchi']","['Claudio Fino', 'Sarah Ferrati']",Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0274213/', 'name: Sarah Ferrati', '}', '{', '@type: Person', 'url: /name/nm0307995/', 'name: Ivo Garrani', '}', '{', '@type: Person', 'url: /name/nm0632423/', 'name: Annibale Ninchi', '}', '{', '@type: Person', 'url: /name/nm0138601/', 'name: Piero Carnabuci', '}']",Not found,Not found,Not found,,11 January 1957 (Italy)
1345,Medea,75,"['Millaray Lobos', 'Paulina García', 'Alfredo Castro']",['Alejandro Moreno'],"Desierto de Atacama, Chile",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm9772827/', 'name: Millaray Lobos', '}', '{', '@type: Person', 'url: /name/nm1257208/', 'name: Paulina García', '}', '{', '@type: Person', 'url: /name/nm0998846/', 'name: Alfredo Castro', '}', '{', '@type: Person', 'url: /name/nm6702582/', 'name: Michael Silva', '}']",Not found,Not found,Not found,,9 May 2019 (Chile)
1346,Red the Half Breed,103,"['Daniel Pilon', 'Geneviève Robert', 'Gratien Gélinas']",['Gilles Carle'],"Montréal, Québec, Canada",Red the Half Breed,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0683600/', 'name: Daniel Pilon', '}', '{', '@type: Person', 'url: /name/nm0217660/', 'name: Geneviève Robert', '}', '{', '@type: Person', 'url: /name/nm0350744/', 'name: Gratien Gélinas', '}', '{', '@type: Person', 'url: /name/nm0321010/', 'name: Fernande Giroux', '}']","CAD400,000
            ",Not found,Not found,,27 March 1970 (Canada)
1347,Traveller: Red,50,"['Catherine Billingham', 'John King', 'Marijana Kreso']",['Andrew Merkelbach'],"Geelong, Victoria, Australia",Traveller: Red,0,"['actor: [', '{', '@type: Person', 'url: /name/nm2207491/', 'name: Catherine Billingham', '}', '{', '@type: Person', 'url: /name/nm3848180/', 'name: John King', '}', '{', '@type: Person', 'url: /name/nm2202597/', 'name: Marijana Kreso', '}', '{', '@type: Person', 'url: /name/nm2208173/', 'name: Andrew Merkelbach', '}']",Not found,Not found,Not found,,2006 (USA)
1348,Red,93,"['Brian Cox', 'Noel Fisher', 'Kyle Gallner']","['Trygve Allister Diesen', 'Lucky McKee']","Baltimore, Maryland, USA",Red,0,"['Drama', 'Thriller']","$2,500,000
            ","$4,643","$15,617",R,20 January 2008 (USA)
1349,Red,175,"['Ajith Kumar', 'Priya Gill', 'Joy Badlani']",['Singampuli'],Not found,Not found,0,"['Action', 'Drama']",Not found,Not found,Not found,,14 January 2002 (India)
1350,Red,Not found,"['Nivetha Pethuraj', 'Nassar', 'Ram Pothineni']",['Thirumala Kishore'],Not found,Not found,0,"['Action', 'Mystery', 'Thriller']",Not found,Not found,Not found,Not Rated,2020 (India)
1351,Red - IMDb</title>,Not found,['Sonu Gowda'],Not found,Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm4223263/', 'name: Sonu Gowda', '}']",Not found,Not found,Not found,,Not found
1352,Red,123,"['Kazuyuki Asano', 'Tasuku Emoto', 'Kaho']",['Yukiko Mishima'],Not found,Shape of Red,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0038349/', 'name: Kazuyuki Asano', '}', '{', '@type: Person', 'url: /name/nm1504747/', 'name: Tasuku Emoto', '}', '{', '@type: Person', 'url: /name/nm1949808/', 'name: Kaho', '}', '{', '@type: Person', 'url: /name/nm0441161/', 'name: Reiko Kataoka', '}']",Not found,Not found,Not found,,21 February 2020 (Japan)
1353,Red,Not found,"['Robyn Cusmano', 'Kyla Faith', 'Destiny Gordon']",['Don Tjernagel'],Not found,Red,0,"['actor: [', '{', '@type: Person', 'url: /name/nm9787108/', 'name: Robyn Cusmano', '}', '{', '@type: Person', 'url: /name/nm10434798/', 'name: Kyla Faith', '}', '{', '@type: Person', 'url: /name/nm10225650/', 'name: Destiny Gordon', '}', '{', '@type: Person', 'url: /name/nm8957087/', 'name: Matt Lee Ingebritson', '}']","$7,000
            ",Not found,Not found,,4 August 2020 (USA)
1354,Red,84,"['Adelaide Burich', 'Brent Allen Caputo', 'Kellie Goddard']",['Juan Méndez'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm8462934/', 'name: Adelaide Burich', '}', '{', '@type: Person', 'url: /name/nm1686952/', 'name: Brent Allen Caputo', '}', '{', '@type: Person', 'url: /name/nm3615668/', 'name: Kellie Goddard', '}', '{', '@type: Person', 'url: /name/nm3618651/', 'name: Glorianne Godils-Hamm', '}']",Not found,Not found,Not found,,Not found
1355,Red,Not found,"['Jodelle Ferland', 'Claudia Christian', 'James Russell']",['Danielle Colman'],"San Francisco, California, USA",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0272706/', 'name: Jodelle Ferland', '}', '{', '@type: Person', 'url: /name/nm0160004/', 'name: Claudia Christian', '}', '{', '@type: Person', 'url: /name/nm3718477/', 'name: James Russell', '}']",Not found,Not found,Not found,,Not found
1356,Red - IMDb</title>,Not found,"['David Woodrow', 'Jenny Murray', 'Robert Davies']","['Javier de Quinto', 'Diego Gilly']","Woodstock, New York, USA",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm4925754/', 'name: David Woodrow', '}', '{', '@type: Person', 'url: /name/nm4352024/', 'name: Jenny Murray', '}', '{', '@type: Person', 'url: /name/nm5247539/', 'name: Robert Davies', '}']",Not found,Not found,Not found,,Not found
1357,Red,82,Not found,"['James Cairns', 'Simon Gush']",Not found,Not found,0,"['Documentary', 'History']",Not found,Not found,Not found,,March 2014 (South Africa)
1358,Red,107,"['Jericho Rosales', 'Mercedes Cabral', 'Nico Antonio']",['Jay Abello'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm1137883/', 'name: Jericho Rosales', '}', '{', '@type: Person', 'url: /name/nm2995617/', 'name: Mercedes Cabral', '}', '{', '@type: Person', 'url: /name/nm2336813/', 'name: Nico Antonio', '}', '{', '@type: Person', 'url: /name/nm2684448/', 'name: JM Rodriguez', '}']",Not found,Not found,Not found,,10 November 2014 (Philippines)
1359,Red,Not found,['Katy Mikelle'],['Anamika Bandopadhyay'],Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm10376951/', 'name: Katy Mikelle', '}', 'director: {', '@type: Person', 'url: /name/nm3560392/', 'name: Anamika Bandopadhyay', '}', 'datePublished: 2007-11-30', 'creator: {', '@type: Organization', 'url: /company/co0331549/', '}']","INR100,000
            ",Not found,Not found,,30 November 2007 (India)
1360,MGC Presents Red,90,"['Alfred Enoch', 'Alfred Molina']","['Michael Grandage', 'Nick Morris']","London, England, UK",MGC Presents: Red,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0257917/', 'name: Alfred Enoch', '}', '{', '@type: Person', 'url: /name/nm0000547/', 'name: Alfred Molina', '}']",Not found,Not found,Not found,,7 November 2018 (USA)
1361,Candida,Not found,"['Olof Bergström', 'Gunnar Björnstrand', 'Lars Lind']",['Jan Molander'],Not found,Not found,0,Not found,Not found,Not found,Not found,,26 March 1967 (Sweden)
1362,Candida,81,Not found,['Dore O.'],Not found,Not found,0,Not found,Not found,Not found,Not found,,Not found
1363,Candida,85,"['Margot Trooger', 'Hans Caninenberg', 'Christoph Bantzer']",['Hans Schweikart'],Not found,Not found,0,Not found,Not found,Not found,Not found,,24 January 1963 (West Germany)
1364,Candida,Not found,"['Tine Balder', 'Lieve Berens', 'Jo De Meyere']",['Johan De Meester'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0049704/', 'name: Tine Balder', '}', '{', '@type: Person', 'url: /name/nm0073542/', 'name: Lieve Berens', '}', '{', '@type: Person', 'url: /name/nm0210313/', 'name: Jo De Meyere', '}', '{', '@type: Person', 'url: /name/nm0376825/', 'name: Marcel Hendrickx', '}']",Not found,Not found,Not found,,15 March 1973 (Belgium)
1365,Candida,120,"['Joanne Woodward', 'Ronald Bishop', 'Jane Curtin']",['Michael Cristofer'],Not found,Broadway on Showtime: Candida,0,"['Comedy', 'Drama']",Not found,Not found,Not found,,Not found
1366,Candida,55,"['Arturo Arellano', 'Graciela Canepa', 'Roberto Cardozo']","['Juan Carlos Maneglia', 'Tana Schémbori']",Not found,Not found,0,Not found,Not found,Not found,Not found,,September 2004 (USA)
1367,Candida,100,"['Emil Hass Christensen', 'Tudlik Johansen', 'Erik Mørk']",['Tudlik Johansen'],Not found,Not found,0,"['Comedy', 'Drama']",Not found,Not found,Not found,,4 January 1956 (Denmark)
1368,Candida,89,"['Marjon Brandsma', 'Jeroen Krabbé', 'Henk Rigters']",['Gerard Rekers'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0104836/', 'name: Marjon Brandsma', '}', '{', '@type: Person', 'url: /name/nm0469103/', 'name: Jeroen Krabbé', '}', '{', '@type: Person', 'url: /name/nm0726828/', 'name: Henk Rigters', '}', '{', '@type: Person', 'url: /name/nm0092592/', 'name: Pierre Bokma', '}']",Not found,Not found,Not found,,1 February 1982 (Netherlands)
1369,Candida,Not found,"['Anna Miserocchi', 'Nando Gazzolo', 'Gianrico Tedeschi']",['Eros Macchi'],Not found,Not found,0,"['Comedy', 'Drama']",Not found,Not found,Not found,,21 January 1969 (Italy)
1370,Candida,90,"['Wendy Craig', 'Patrick Allen', 'Peter McEnery']",['Naomi Capon'],Not found,Not found,0,"['Comedy', 'Drama']",Not found,Not found,Not found,,29 December 1961 (UK)
1371,Candida,85,"['Holger Juul Hansen', 'Hannah Bjarnhof', 'Alexander Mill']",['Edvin Tiemroth'],Not found,Not found,0,Not found,Not found,Not found,Not found,,30 March 1964 (Denmark)
1372,Candida,120,"['Renate Blume', 'Klaus Mertens', 'Daniel Minetti']",['Martin Eckermann'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0089760/', 'name: Renate Blume', '}', '{', '@type: Person', 'url: /name/nm0581561/', 'name: Klaus Mertens', '}', '{', '@type: Person', 'url: /name/nm0591215/', 'name: Daniel Minetti', '}', '{', '@type: Person', 'url: /name/nm0700482/', 'name: Hartmut Puls', '}']",Not found,Not found,Not found,,25 December 1984 (East Germany)
1373,Candida,90,"['Lewis Flander', 'William Hodge', 'Jeffrey Hodgson']",Not found,Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm6818534/', 'name: Lewis Flander', '}', '{', '@type: Person', 'url: /name/nm0388119/', 'name: William Hodge', '}', '{', '@type: Person', 'url: /name/nm0388271/', 'name: Jeffrey Hodgson', '}', '{', '@type: Person', 'url: /name/nm4199671/', 'name: Madeline Howell', '}']",Not found,Not found,Not found,,5 August 1962 (Australia)
1374,Candida,Not found,"['Angela Baddeley', 'Rosemary Lomax', 'Anthony Marlowe']",Not found,Not found,Not found,0,"['Drama', 'Mystery']",Not found,Not found,Not found,,6 October 1946 (UK)
1375,Candida,Not found,"['Marie Ney', 'Julien Mitchell', 'Peter Osborn']",Not found,Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0628638/', 'name: Marie Ney', '}', '{', '@type: Person', 'url: /name/nm0593485/', 'name: Julien Mitchell', '}', '{', '@type: Person', 'url: /name/nm0651586/', 'name: Peter Osborn', '}', '{', '@type: Person', 'url: /name/nm0653360/', 'name: Miles Otway', '}']",Not found,Not found,Not found,,10 April 1939 (UK)
1376,Candida,Not found,"['Olga Villi', 'Franco Volpi', 'Ruggero De Daninos']",['Edmo Fenoglio'],Not found,Not found,0,"['Comedy', 'Drama']",Not found,Not found,Not found,,7 April 1961 (Italy)
1377,The Cherry Orchard,141,"['Charlotte Rampling', 'Alan Bates', 'Tushka Bergen']",['Michael Cacoyannis'],Bulgaria,El jardín de los cerezos,0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0001648/', 'name: Charlotte Rampling', '}', '{', '@type: Person', 'url: /name/nm0000869/', 'name: Alan Bates', '}', '{', '@type: Person', 'url: /name/nm0074065/', 'name: Tushka Bergen', '}', '{', '@type: Person', 'url: /name/nm0209428/', 'name: Frances de la Tour', '}']","$5,000,000
            ","$135,280","$135,280",Not Rated,12 January 2000 (France)
1378,The Cherry Orchard,120,"['Googie Withers', 'Frank Thring', 'Wendy Hughes']",['David Zweck'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0936727/', 'name: Googie Withers', '}', '{', '@type: Person', 'url: /name/nm0861930/', 'name: Frank Thring', '}', '{', '@type: Person', 'url: /name/nm0400998/', 'name: Wendy Hughes', '}', '{', '@type: Person', 'url: /name/nm0163266/', 'name: Jennifer Claire', '}']",Not found,Not found,Not found,,1974 (Australia)
1379,The Cherry Orchard,130,"['Judi Dench', 'Bill Paterson', 'Anton Lesser']",['Richard Eyre'],Not found,O Jardim das Cerejeiras,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0001132/', 'name: Judi Dench', '}', '{', '@type: Person', 'url: /name/nm0665473/', 'name: Bill Paterson', '}', '{', '@type: Person', 'url: /name/nm0504320/', 'name: Anton Lesser', '}', '{', '@type: Person', 'url: /name/nm0910040/', 'name: Harriet Walter', '}']",Not found,Not found,Not found,,13 October 1981 (UK)
1380,The Cherry Orchard,130,"['Peggy Ashcroft', 'John Gielgud', 'Dorothy Tutin']",['Michael Elliott'],"Aldwych Theatre, The Strand, Westminster, London, England, UK",桜の園,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0001919/', 'name: Peggy Ashcroft', '}', '{', '@type: Person', 'url: /name/nm0000024/', 'name: John Gielgud', '}', '{', '@type: Person', 'url: /name/nm0878302/', 'name: Dorothy Tutin', '}', '{', '@type: Person', 'url: /name/nm0001132/', 'name: Judi Dench', '}']",Not found,Not found,Not found,,17 April 1962 (UK)
1381,The Cherry Orchard,Not found,"['Derbhle Crotty', 'Ian Lloyd Anderson', 'Megan Cusack']",['Garry Hynes'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm1066337/', 'name: Derbhle Crotty', '}', '{', '@type: Person', 'url: /name/nm2988542/', 'name: Ian Lloyd Anderson', '}', '{', '@type: Person', 'url: /name/nm10303439/', 'name: Megan Cusack', '}', '{', '@type: Person', 'url: /name/nm0191529/', 'name: Siobhán Cullen', '}']",Not found,Not found,Not found,,5 March 2020 (UK)
1382,The Cherry Orchard - IMDb</title>,100,"['Luca Lionello', 'Giuseppe Milazzo Andreani', 'Alena Kononenko']",['Harald Holzenleiter'],"Rome, Lazio, Italy",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0513352/', 'name: Luca Lionello', '}', '{', '@type: Person', 'url: /name/nm2781612/', 'name: Giuseppe Milazzo Andreani', '}', '{', '@type: Person', 'url: /name/nm6433119/', 'name: Alena Kononenko', '}', '{', '@type: Person', 'url: /name/nm6433120/', 'name: Diana Laptschenko', '}']","EUR750,000
            ",Not found,Not found,,Not found
