,title,runtime,stars,directors,filming_location,aka,oscars_won,genres,budget,domestic_gross,worldwide_gross,mpaa_rating,release
1259,The Visit,52,"['Chey Sarin', 'Riet Teng']",['Fany de la Chica'],Not found,Not found,0,"['Documentary', 'Drama']",Not found,Not found,Not found,,Not found
1260,The Visit,94,"['Olivia DeJonge', 'Ed Oxenbould', 'Deanna Dunagan']",['M. Night Shyamalan'],"Philadelphia, Pennsylvania, USA",Sundowning,0,"['Horror', 'Mystery', 'Thriller']","$5,000,000
            ","$65,206,105","$98,450,062",PG-13,11 September 2015 (USA)
1261,The Visit,83,"['Mazlan Othman', 'Paul Beaver', 'Janos Tisovszky']",['Michael Madsen'],"Vienna, Austria",A látogatás,0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm8113430/', 'name: Mazlan Othman', '}', '{', '@type: Person', 'url: /name/nm2352846/', 'name: Paul Beaver', '}', '{', '@type: Person', 'url: /name/nm8113431/', 'name: Janos Tisovszky', '}', '{', '@type: Person', 'url: /name/nm8113432/', 'name: Michael Boyce', '}']","EUR1,175,952
            ",Not found,Not found,Not Rated,9 October 2015 (USA)
1262,The Visit - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,[],Not found,Not found,Not found,,Not found
1263,The Visit,Not found,"['Thomas William Kelso', 'Danni Shepherd', 'Rachel Padden']",['Raza Mallal'],Not found,The Vist,0,"['actor: [', '{', '@type: Person', 'url: /name/nm7413506/', 'name: Thomas William Kelso', '}', '{', '@type: Person', 'url: /name/nm7348300/', 'name: Danni Shepherd', '}', '{', '@type: Person', 'url: /name/nm10840421/', 'name: Rachel Padden', '}', '{', '@type: Person', 'url: /name/nm11373372/', 'name: Chris Blake', '}']",Not found,Not found,Not found,,2020 (UK)
1264,Doctor Zhivago,197,"['Omar Sharif', 'Julie Christie', 'Geraldine Chaplin']",['David Lean'],"Aldeadávila de la Ribera, Salamanca, Spain",Doctor Zhivago,0,"['Drama', 'Romance', 'War']","$11,000,000
            ","$111,721,910","$111,918,564",PG-13,31 December 1965 (USA)
1265,Shenandoah,105,"['James Stewart', 'Doug McClure', 'Glenn Corbett']",['Andrew V. McLaglen'],"Santa Clarita, California, USA",Fields of Honor,1,"['Drama', 'War', 'Western']",Not found,"$17,268,889",Not found,Approved,29 June 1965 (Japan)
1266,Shenandoah,98,"['Brian Scully', 'Julie Mickalowski', 'Ron Mickalowski']",['David Turnley'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm8888125/', 'name: Brian Scully', '}', '{', '@type: Person', 'url: /name/nm8888126/', 'name: Julie Mickalowski', '}', '{', '@type: Person', 'url: /name/nm8888127/', 'name: Ron Mickalowski', '}', '{', '@type: Person', 'url: /name/nm8888128/', 'name: Danny Merva', '}']",Not found,Not found,Not found,,2012 (USA)
1267,Shenandoah,Not found,"['Guy Gane', 'Larry Mcdonald', 'Brian Schade']",['Ryan Monolopolus'],Not found,Not found,0,"['Drama', 'War']","$1,500,000
            ",Not found,Not found,,2016 (USA)
1268,Sylvia,115,"['Carroll Baker', 'George Maharis', 'Joanne Dru']",['Gordon Douglas'],"Beverly Amusement Park, 8500 Beverly Blvd., Los Angeles, California, USA",Das Vorleben der Sylvia West,0,"['contentRating: Unrated', 'actor: [', '{', '@type: Person', 'url: /name/nm0004647/', 'name: Carroll Baker', '}', '{', '@type: Person', 'url: /name/nm0536781/', 'name: George Maharis', '}', '{', '@type: Person', 'url: /name/nm0238445/', 'name: Joanne Dru', '}', '{', '@type: Person', 'url: /name/nm0492444/', 'name: Peter Lawford', '}']",Not found,Not found,Not found,Unrated,12 March 1965 (West Germany)
1269,Sylvia,95,"['Eleanor David', 'Nigel Terry', 'Tom Wilkinson']",['Michael Firth'],New Zealand,Not found,0,"['Biography', 'Drama']",Not found,Not found,Not found,PG,11 February 1988 (Australia)
1270,Sylvia,92,"['Joanna Bell', 'Marc Stevens', 'Sonny Landham']",['Peter Savage'],Not found,"A Saint, a Woman, a Devil",0,"['contentRating: R', 'actor: [', '{', '@type: Person', 'url: /name/nm2816838/', 'name: Joanna Bell', '}', '{', '@type: Person', 'url: /name/nm0828583/', 'name: Marc Stevens', '}', '{', '@type: Person', 'url: /name/nm0484739/', 'name: Sonny Landham', '}', '{', '@type: Person', 'url: /name/nm0534900/', 'name: Helen Madigan', '}']",Not found,Not found,Not found,R,19 February 1981 (Netherlands)
1271,Sylvia,100,"['Gwyneth Paltrow', 'Daniel Craig', 'Lucy Davenport']",['Christine Jeffs'],"Cornwall, England, UK",Ted and Sylvia,0,"['Biography', 'Drama', 'Romance']","GBP7,000,000
            ","$1,315,498","$2,917,393",R,31 October 2003 (USA)
1272,Sylvia - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,Not found,Not found,Not found,Not found,See all in-development titles on IMDbPro,Not found
1273,Sylvia,Not found,"['Emmy Puzinger', 'Hanna Eigel', 'Fernand Leemans']",['Will Petter'],Not found,Not found,0,Not found,Not found,Not found,Not found,,26 December 1957 (Austria)
1274,Sylvia,60,"['Laurence Bishop', 'Janet Karin', 'Ray Trickett']",Not found,Not found,Not found,0,Not found,Not found,Not found,Not found,,8 March 1961 (Australia)
1275,Sylvia,104,"['Zainab Balogun', 'Chris Attoh', 'Ini Dima Okojie']",['Daniel Oriahi'],Not found,Not found,0,"['Romance', 'Thriller']",Not found,Not found,Not found,TV-14,21 September 2018 (Nigeria)
1276,Sylvia,120,"['Traute Brexner', 'Christl Zimmerl', 'Erika Zlocha']",['Erich Walter'],"Bregenzer Festspiele im Schloßhof von Hohenems, Vorarlberg, Austria",Not found,0,Not found,Not found,Not found,Not found,,3 August 1963 (Austria)
1277,A Thousand Clowns,118,"['Jason Robards', 'Barbara Harris', 'Martin Balsam']",['Fred Coe'],"South Street Seaport - 19 Fulton Street, Manhattan, New York City, New York, USA",A Thousand Clowns,0,"['Comedy', 'Drama', 'Romance']",Not found,"$5,232,000",Not found,Unrated,9 September 1966 (Finland)
1278,Tarzan,88,"['Tony Goldwyn', 'Minnie Driver', 'Brian Blessed']","['Chris Buck', 'Kevin Lima']","Walt Disney Animation Studios - 2100 Riverside Drive, Burbank, California, USA",Tarzan,0,"['Animation', 'Adventure', 'Family', 'Romance']","$130,000,000
            ","$171,091,819","$448,191,819",G,18 June 1999 (USA)
1279,Tarzan,94,"['Kellan Lutz', 'Spencer Locke', 'Les Bubb']",['Reinhard Klooss'],Not found,Tarzan,0,"['Animation', 'Adventure', 'Drama', 'Family']",Not found,Not found,"$44,095,996",PG,20 February 2014 (Germany)
1280,A Man for All Seasons,120,"['Paul Scofield', 'Wendy Hiller', 'Robert Shaw']",['Fred Zinnemann'],"Beaulieu River, Hampshire, England, UK",A Man for All Seasons,0,"['Biography', 'Drama', 'History']","$2,000,000
            ",Not found,Not found,G,3 May 1967 (France)
1281,A Man for All Seasons,150,"['Charlton Heston', 'Vanessa Redgrave', 'John Gielgud']",['Charlton Heston'],"Dorney Court, Dorney, Buckinghamshire, England, UK",Un hombre de dos reinos,1,"['actor: [', '{', '@type: Person', 'url: /name/nm0000032/', 'name: Charlton Heston', '}', '{', '@type: Person', 'url: /name/nm0000603/', 'name: Vanessa Redgrave', '}', '{', '@type: Person', 'url: /name/nm0000024/', 'name: John Gielgud', '}', '{', '@type: Person', 'url: /name/nm0426062/', 'name: Richard Johnson', '}']",Not found,Not found,Not found,,21 December 1988 (USA)
1282,A Man for All Seasons,100,"['John Gray', 'Wyn Roberts', 'Neil Curnow']",['William Sterling'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0336733/', 'name: John Gray', '}', '{', '@type: Person', 'url: /name/nm0731687/', 'name: Wyn Roberts', '}', '{', '@type: Person', 'url: /name/nm1415318/', 'name: Neil Curnow', '}', '{', '@type: Person', 'url: /name/nm1414436/', 'name: Hugh Stewart', '}']",Not found,Not found,Not found,,Not found
1283,A Man for All Seasons,60,"['John Baddeley', 'Joby Blanshard', 'Laurence Bourne']",['Peter Dews'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0045969/', 'name: John Baddeley', '}', '{', '@type: Person', 'url: /name/nm0087609/', 'name: Joby Blanshard', '}', '{', '@type: Person', 'url: /name/nm0100073/', 'name: Laurence Bourne', '}', '{', '@type: Person', 'url: /name/nm1556384/', 'name: Leslie Dunn', '}']",Not found,Not found,Not found,,1 January 1957 (UK)
1284,The Seagull,90,"['Anne Bullen', 'Henry Gilbert', 'Gordon Glenwright']",Not found,Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm6319540/', 'name: Anne Bullen', '}', '{', '@type: Person', 'url: /name/nm0318072/', 'name: Henry Gilbert', '}', '{', '@type: Person', 'url: /name/nm0322709/', 'name: Gordon Glenwright', '}', '{', '@type: Person', 'url: /name/nm0423358/', 'name: William Job', '}']",Not found,Not found,Not found,,22 April 1959 (Australia)
1285,The Seagull,98,"['Annette Bening', 'Corey Stoll', 'Glenn Fleshler']",['Michael Mayer'],"Arrow Park Lake &amp; Lodge, Monroe, New York, USA",The Seagull,0,"['Comedy', 'Drama', 'Romance']",Not found,"$1,252,960","$1,820,461",PG-13,26 July 2018 (Portugal)
1286,The Seagull,125,"['Sandra Prinsloo', 'Marius Weyers', 'Albert Pretorius']",['Christiaan Olwagen'],Not found,Die Seemeeu,0,"['Comedy', 'Drama']",Not found,Not found,"$24,768",,5 April 2019 (South Africa)
1287,The Seagull,120,"[""Siena D'Addario"", 'Jeanette Dilone', 'Emmanuel Elpenord']",['Saddiq Abubakar'],"New York City, New York, USA",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm6811804/', 'name: Siena D\\u0027Addario', '}', '{', '@type: Person', 'url: /name/nm4521141/', 'name: Jeanette Dilone', '}', '{', '@type: Person', 'url: /name/nm5531385/', 'name: Emmanuel Elpenord', '}', '{', '@type: Person', 'url: /name/nm3935474/', 'name: Madison Fae', '}']","$30,000
            ",Not found,Not found,,2020 (USA)
1288,Who's Afraid of Virginia Woolf?,131,"['Elizabeth Taylor', 'Richard Burton', 'George Segal']",['Mike Nichols'],"Cambridge, Massachusetts, USA",Edward Albee's Who's Afraid of Virginia Woolf?,0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0000072/', 'name: Elizabeth Taylor', '}', '{', '@type: Person', 'url: /name/nm0000009/', 'name: Richard Burton', '}', '{', '@type: Person', 'url: /name/nm0001719/', 'name: George Segal', '}', '{', '@type: Person', 'url: /name/nm0006800/', 'name: Sandy Dennis', '}']","$7,500,000
            ","$28,000,000","$28,005,068",Not Rated,22 June 1966 (USA)
1289,Barefoot in the Park,106,"['Robert Redford', 'Jane Fonda', 'Charles Boyer']",['Gene Saks'],"111 Waverly Place, Greenwich Village, Manhattan, New York City, New York, USA",Barefoot in the Park,1,"['Comedy', 'Romance']","$2,000,000
            ",Not found,Not found,G,25 May 1967 (USA)
1290,Barefoot in the Park,128,"['Richard Thomas', 'Bess Armstrong', 'Hans Conried']",['Harvey Medlinsky'],"Moore Theatre, Seattle, Washington, USA",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0001796/', 'name: Richard Thomas', '}', '{', '@type: Person', 'url: /name/nm0000787/', 'name: Bess Armstrong', '}', '{', '@type: Person', 'url: /name/nm0175788/', 'name: Hans Conried', '}', '{', '@type: Person', 'url: /name/nm0057363/', 'name: Barbara Barrie', '}']",Not found,Not found,Not found,,21 March 1982 (USA)
1291,Dance of the Vampires,91,"['Jack MacGowran', 'Roman Polanski', 'Alfie Bass']",['Roman Polanski'],"Fischburg Castle-Castel Gardena, Santa Cristina Valgardena, Trentino-Alto Adige, Italy","The Fearless Vampire Killers or: Pardon Me, But Your Teeth Are in My Neck",0,"['Comedy', 'Horror']","$2,000,000
            ",Not found,Not found,Not Rated,2 November 1967 (Netherlands)
1292,The Graduate,106,"['Dustin Hoffman', 'Anne Bancroft', 'Katharine Ross']",['Mike Nichols'],"The Galaxy - 8917 Sunset Blvd, West Hollywood, California, USA",The Graduate,0,"['Comedy', 'Drama', 'Romance']","$3,000,000
            ","$104,945,305","$105,015,008",PG,21 December 1967 (USA)
1293,Henry IV,55,"['Ernest Milton', 'Cecily Byrne', 'Valerie Hobson']",Not found,Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0590663/', 'name: Ernest Milton', '}', '{', '@type: Person', 'url: /name/nm0126135/', 'name: Cecily Byrne', '}', '{', '@type: Person', 'url: /name/nm0387753/', 'name: Valerie Hobson', '}', '{', '@type: Person', 'url: /name/nm0086776/', 'name: Denys Blakelock', '}']",Not found,Not found,Not found,,22 March 1938 (UK)
1294,Henry IV,90,"['Ronald Adam', 'Elwyn Brook-Jones', 'Cyril Conway']",Not found,Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0010580/', 'name: Ronald Adam', '}', '{', '@type: Person', 'url: /name/nm0111672/', 'name: Elwyn Brook-Jones', '}', '{', '@type: Person', 'url: /name/nm0176662/', 'name: Cyril Conway', '}', '{', '@type: Person', 'url: /name/nm0337016/', 'name: Willoughby Gray', '}']",Not found,Not found,Not found,,17 June 1947 (UK)
1295,Wait Until Dark,108,"['Audrey Hepburn', 'Alan Arkin', 'Richard Crenna']",['Terence Young'],"5 St. Luke's Place, Manhattan, New York City, New York, USA",Wait Until Dark,1,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0000030/', 'name: Audrey Hepburn', '}', '{', '@type: Person', 'url: /name/nm0000273/', 'name: Alan Arkin', '}', '{', '@type: Person', 'url: /name/nm0001077/', 'name: Richard Crenna', '}', '{', '@type: Person', 'url: /name/nm0956544/', 'name: Efrem Zimbalist Jr.', '}']","$3,000,000
            ",Not found,Not found,Not Rated,21 December 1967 (Netherlands)
1296,Wait Until Dark,Not found,"['Katharine Ross', 'Stacy Keach', 'Joshua Bryant']",['Barry Davis'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0001684/', 'name: Katharine Ross', '}', '{', '@type: Person', 'url: /name/nm0005078/', 'name: Stacy Keach', '}', '{', '@type: Person', 'url: /name/nm0117145/', 'name: Joshua Bryant', '}', '{', '@type: Person', 'url: /name/nm0303981/', 'name: Robin Gammell', '}']",Not found,Not found,Not found,,1982 (USA)
1297,Hay Fever,Not found,"['Chris Cassidy', 'Alexis Greco', 'Nina Hartley']",['Chris Cassidy'],Not found,Not found,0,"['contentRating: X', 'actor: [', '{', '@type: Person', 'url: /name/nm0144173/', 'name: Chris Cassidy', '}', '{', '@type: Person', 'url: /name/nm0337426/', 'name: Alexis Greco', '}', '{', '@type: Person', 'url: /name/nm0000440/', 'name: Nina Hartley', '}']",Not found,Not found,Not found,X,Not found
1298,Hay Fever,80,"['Virginia Campbell', 'Montgomery Clift', 'Isobel Elsom']",['Ed Sobol'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0132916/', 'name: Virginia Campbell', '}', '{', '@type: Person', 'url: /name/nm0001050/', 'name: Montgomery Clift', '}', '{', '@type: Person', 'url: /name/nm0255695/', 'name: Isobel Elsom', '}', '{', '@type: Person', 'url: /name/nm0388615/', 'name: Dennis Hoey', '}']",Not found,Not found,Not found,,28 July 1939 (USA)
1299,Hay Fever,100,"['Veronica Brady', 'John Byron', 'Kitty de Legh']",Not found,Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0103745/', 'name: Veronica Brady', '}', '{', '@type: Person', 'url: /name/nm0126400/', 'name: John Byron', '}', '{', '@type: Person', 'url: /name/nm0209620/', 'name: Kitty de Legh', '}', '{', '@type: Person', 'url: /name/nm0219062/', 'name: Maurice Denham', '}']",Not found,Not found,Not found,,25 December 1938 (UK)
1300,Hay Fever,91,"['Penelope Keith', 'Paul Eddington', 'Patricia Hodge']",['Cedric Messina'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0445285/', 'name: Penelope Keith', '}', '{', '@type: Person', 'url: /name/nm0248844/', 'name: Paul Eddington', '}', '{', '@type: Person', 'url: /name/nm0388092/', 'name: Patricia Hodge', '}', '{', '@type: Person', 'url: /name/nm0926368/', 'name: Benjamin Whitrow', '}']",Not found,Not found,Not found,,26 December 1984 (UK)
1301,Hay Fever,Not found,"['Mary Jones', 'Ian Lubbock', 'Kathleen Boutall']",Not found,Not found,Not found,0,"['Comedy', 'Drama']",Not found,Not found,Not found,,26 December 1946 (UK)
1302,The Lion in Winter,134,"[""Peter O'Toole"", 'Katharine Hepburn', 'Anthony Hopkins']",['Anthony Harvey'],"Abbaye de Montmajour, Arles, Bouches-du-Rhône, France",The Lion in Winter,0,"['Biography', 'Drama', 'History']","$4,000,000
            ","$18,177","$18,177",PG,30 October 1968 (USA)
1303,The Lion in Winter,167,"['Glenn Close', 'Andrew Howard', 'Antal Konrád']",['Andrey Konchalovskiy'],"Budapest, Hungary",The Lion in Winter,0,"['Drama', 'History', 'Romance', 'War']",Not found,Not found,Not found,,23 May 2004 (USA)
1304,Match,83,"['Jochen Busse', 'Hannelore Cremer', 'Konrad Georg']",['Wolfgang Becker'],Not found,Ellenbogenspiele,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0124438/', 'name: Jochen Busse', '}', '{', '@type: Person', 'url: /name/nm0187341/', 'name: Hannelore Cremer', '}', '{', '@type: Person', 'url: /name/nm0313309/', 'name: Konrad Georg', '}', '{', '@type: Person', 'url: /name/nm0419186/', 'name: Joav Jasinski', '}']",Not found,Not found,Not found,,25 July 1969 (West Germany)
1305,Match,Not found,"['Abdulla Aljanebi', 'Neven Madi', 'Shamsan Mahmmod']",['Alhmoudi Obaid'],Not found,Match,0,"['actor: [', '{', '@type: Person', 'url: /name/nm10795183/', 'name: Abdulla Aljanebi', '}', '{', '@type: Person', 'url: /name/nm4544891/', 'name: Neven Madi', '}', '{', '@type: Person', 'url: /name/nm10795180/', 'name: Shamsan Mahmmod', '}', '{', '@type: Person', 'url: /name/nm10795182/', 'name: Saad Sawan', '}']","$271,739
            ",Not found,Not found,,14 December 2017 (United Arab Emirates)
1306,Match,Not found,"['Brandon Burkhart', 'Michael Truong', 'Rose Auerbach']",['Eric Minh Swenson'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm1095582/', 'name: Brandon Burkhart', '}', '{', '@type: Person', 'url: /name/nm3485670/', 'name: Michael Truong', '}', '{', '@type: Person', 'url: /name/nm3485874/', 'name: Rose Auerbach', '}', '{', '@type: Person', 'url: /name/nm2778275/', 'name: Kelli Bell', '}']",Not found,Not found,Not found,,Not found
1307,Match,80,"['Loni von Friedl', 'Götz George']",['Wolfgang Becker'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0902265/', 'name: Loni von Friedl', '}', '{', '@type: Person', 'url: /name/nm0313443/', 'name: Götz George', '}']",Not found,Not found,Not found,,24 July 1968 (West Germany)
1308,Match,91,"['Bruno Wolkowitch', 'Marie-Sophie L.', 'Frédéric Dhary']",['Yves Amoureux'],Not found,Not found,0,Not found,Not found,Not found,Not found,,25 September 1994 (France)
1309,Match,68,"['Gertraud Jesserer', 'Peter Vogel']","['Wolf Dietrich', 'Erich Winterstein']",Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0422212/', 'name: Gertraud Jesserer', '}', '{', '@type: Person', 'url: /name/nm0900950/', 'name: Peter Vogel', '}']",Not found,Not found,Not found,,6 May 1966 (Austria)
1310,Match,117,"['Sergey Bezrukov', 'Elizaveta Boyarskaya', 'Ekaterina Klimova']",['Andrey Malyukov'],"Kiev, Ukraine",Матч,0,"['Drama', 'History', 'Sport']","$8,000,000
            ",Not found,Not found,,1 May 2012 (Russia)
1311,Match - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['Comedy', 'Romance']",Not found,Not found,Not found,,Not found
1312,Match,92,"['Patrick Stewart', 'Carla Gugino', 'Matthew Lillard']",['Stephen Belber'],"Uptown, Manhattan, New York City, New York, USA",Match,0,"['Comedy', 'Drama']",Not found,"$37,285","$2,472,166",R,14 January 2015 (USA)
1313,Match - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['director: {', '@type: Person', 'url: /name/nm0813164/', 'name: Peter Sollett', '}', 'creator: [', '{', '@type: Person', 'url: /name/nm1597674/', 'name: Brenda Hsueh', '}', '{', '@type: Person', 'url: /name/nm2881617/', 'name: David Rosen', '}', '{', '@type: Organization', 'url: /company/co0652570/', '}']",Not found,Not found,Not found,,Not found
1314,Match,88,"['Thomas Wachauer', 'Ulrike Beimpold', 'Renate Brunner']",['Peter Patzak'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0905127/', 'name: Thomas Wachauer', '}', '{', '@type: Person', 'url: /name/nm0067235/', 'name: Ulrike Beimpold', '}', '{', '@type: Person', 'url: /name/nm10092121/', 'name: Renate Brunner', '}', '{', '@type: Person', 'url: /name/nm0127025/', 'name: Carlo Böhm', '}']",Not found,Not found,Not found,,9 October 1980 (Austria)
1315,The Odd Couple,105,"['Jack Lemmon', 'Walter Matthau', 'John Fiedler']",['Gene Saks'],"190 Riverside Drive, Manhattan, New York City, New York, USA",The Odd Couple,2,"['contentRating: G', 'actor: [', '{', '@type: Person', 'url: /name/nm0000493/', 'name: Jack Lemmon', '}', '{', '@type: Person', 'url: /name/nm0000527/', 'name: Walter Matthau', '}', '{', '@type: Person', 'url: /name/nm0275835/', 'name: John Fiedler', '}', '{', '@type: Person', 'url: /name/nm0248983/', 'name: Herb Edelman', '}']","$1,200,000
            ","$44,527,234","$44,527,234",G,16 May 1968 (USA)
1316,The Odd Couple,Not found,['Chelsey Mark'],Not found,Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm3254630/', 'name: Chelsey Mark', '}', 'creator: {', '@type: Organization', 'url: /company/co0707910/', '}']",Not found,Not found,Not found,,2015 (China)
1317,Present Laughter,180,"['Nicole Agada', 'Kitty Archer', 'Enzo Cilenti']",['Matthew Warchus'],Not found,Present Laughter,0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm8864258/', 'name: Nicole Agada', '}', '{', '@type: Person', 'url: /name/nm9787450/', 'name: Kitty Archer', '}', '{', '@type: Person', 'url: /name/nm0162281/', 'name: Enzo Cilenti', '}', '{', '@type: Person', 'url: /name/nm5980553/', 'name: Joshua Hill', '}']",Not found,Not found,"$1,938,154",Not Rated,28 November 2019 (USA)
1318,Present Laughter,147,"['Donald Sinden', 'Dinah Sheridan', 'Gwen Watford']","['Rick Gardner', 'Alan Strachan']","Vaudeville Theatre, Strand, London, England, UK",Not found,0,"['Comedy', 'Romance']",Not found,Not found,Not found,,16 December 1981 (UK)
1319,Present Laughter,65,"['Nigel Patrick', 'Phyllis Calvert', 'Maxine Audley']",['Nigel Patrick'],"Shaftesbury Avenue, London, England, UK",Not found,0,"['Comedy', 'Drama']",Not found,Not found,Not found,,8 July 1965 (UK)
1320,Present Laughter,135,"['Matt Bittner', 'Kate Burton', 'Ellen Harvey']",['David Horn'],Not found,Present Laughter,0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm5631530/', 'name: Matt Bittner', '}', '{', '@type: Person', 'url: /name/nm0123632/', 'name: Kate Burton', '}', '{', '@type: Person', 'url: /name/nm0367506/', 'name: Ellen Harvey', '}', '{', '@type: Person', 'url: /name/nm0416838/', 'name: Peter Francis James', '}']",Not found,Not found,Not found,Not Rated,3 November 2017 (USA)
1321,Comedy Tonight,60,"['Frank Muir', 'Roger Avon', 'Richard Briers']",['Michael Mills'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0611350/', 'name: Frank Muir', '}', '{', '@type: Person', 'url: /name/nm0043280/', 'name: Roger Avon', '}', '{', '@type: Person', 'url: /name/nm0001972/', 'name: Richard Briers', '}', '{', '@type: Person', 'url: /name/nm0138428/', 'name: Ian Carmichael', '}']",Not found,Not found,Not found,,Not found
1322,The Boys in the Band,118,"['Kenneth Nelson', 'Peter White', 'Leonard Frey']",['William Friedkin'],"Julius Bar, 159 West 10th Street, Greenwich Village, Manhattan, New York City, New York, USA",The Boys in the Band,1,"['contentRating: R', 'actor: [', '{', '@type: Person', 'url: /name/nm0625522/', 'name: Kenneth Nelson', '}', '{', '@type: Person', 'url: /name/nm0925320/', 'name: Peter White', '}', '{', '@type: Person', 'url: /name/nm0294600/', 'name: Leonard Frey', '}', '{', '@type: Person', 'url: /name/nm0173644/', 'name: Frederick Combs', '}']","$5,500,000
            ","$2,695","$2,695",R,17 March 1970 (USA)
1323,The Boys in the Band,121,"['Jim Parsons', 'Zachary Quinto', 'Matt Bomer']",['Joe Mantello'],"Los Angeles, California, USA",The Boys in the Band,0,"['contentRating: R', 'actor: [', '{', '@type: Person', 'url: /name/nm1433588/', 'name: Jim Parsons', '}', '{', '@type: Person', 'url: /name/nm0704270/', 'name: Zachary Quinto', '}', '{', '@type: Person', 'url: /name/nm0093589/', 'name: Matt Bomer', '}', '{', '@type: Person', 'url: /name/nm0710330/', 'name: Andrew Rannells', '}']",Not found,Not found,Not found,R,30 September 2020 (USA)
1324,Let It Be,81,"['John Lennon', 'Paul McCartney', 'George Harrison']",['Michael Lindsay-Hogg'],"Apple Corps, 3 Savile Row, Mayfair, London, England, UK",Let It Be,0,"['Documentary', 'Music']",Not found,"$1,061,569",Not found,G,20 May 1970 (UK)
1325,Let It Be - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,Not found,Not found,Not found,Not found,See all in-development titles on IMDbPro,Not found
1326,Let It Be - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['creator: [', '{', '@type: Person', 'url: /name/nm0295030/', 'name: Richard Friedenberg', '}', '{', '@type: Organization', 'url: /company/co0090747/', '}']",Not found,Not found,Not found,,Not found
1327,Let It Be,Not found,Not found,Not found,Not found,Not found,0,Not found,Not found,Not found,"$128,767",,22 May 2005 (Taiwan)
1328,Medea,118,"['Maria Callas', 'Massimo Girotti', 'Laurent Terzieff']",['Pier Paolo Pasolini'],"Cappadocia, Turkey",Medea,0,"['Drama', 'Fantasy']",Not found,Not found,Not found,Not Rated,28 January 1970 (France)
1329,Medea,76,"['Udo Kier', 'Kirsten Olesen', 'Henning Jensen']",['Lars von Trier'],Denmark,Медея,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0001424/', 'name: Udo Kier', '}', '{', '@type: Person', 'url: /name/nm0646307/', 'name: Kirsten Olesen', '}', '{', '@type: Person', 'url: /name/nm0421473/', 'name: Henning Jensen', '}', '{', '@type: Person', 'url: /name/nm0406056/', 'name: Solbjørg Højfeldt', '}']",Not found,"$16,714","$16,714",,1 April 1988 (Denmark)
1330,Medea,95,"['Margaretha Krook', 'Holger Löwenadler', 'Ove Tjernberg']",['Keve Hjelm'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0472234/', 'name: Margaretha Krook', '}', '{', '@type: Person', 'url: /name/nm0530571/', 'name: Holger Löwenadler', '}', '{', '@type: Person', 'url: /name/nm0864667/', 'name: Ove Tjernberg', '}', '{', '@type: Person', 'url: /name/nm0512107/', 'name: Jan-Erik Lindqvist', '}']",Not found,Not found,Not found,,25 March 1963 (Sweden)
