,Unnamed: 0,title,FILM_runtime,FILM_stars,FILM_directors,FILM_filming_locations,FILM_aka,FILM_oscars_won,FILM_genres,FILM_budget,FILM_domestic_gross,FILM_worldwide_gross,FILM_mpaa_rating,FILM_release_date,FILM_tconst,FILM_primaryTitle,FILM_runtimeMinutes,FILM_genres.1,BWAY_total_weekly_gross,BWAY_total_potential_gross,BWAY_total_performances,BWAY_total_previews,BWAY_last_performance,BWAY_avg_weekly_gross,BWAY_avg_ticket_price,BWAY_avg_capacity,BWAY_avg_top_ticket_price,BWAY_avg_seats_in_theatre,FILM_release_year,FILM_mpaa_rating_number
4191,4191,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt10013634,Cinderella,150,Musical,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4192,4192,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt10155932,Cinderella,\N,"Comedy,Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4193,4193,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt10310214,Cinderella,60,"Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4194,4194,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt13154228,Cinderella,120,Musical,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4195,4195,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt1661199,Cinderella,105,"Drama,Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4196,4196,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt1668005,Cinderella,65,"Drama,Family,Musical",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4197,4197,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt2049413,Cinderella,120,Family,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4198,4198,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt2057919,Cinderella,\N,"Drama,Fantasy,Romance",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4199,4199,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt3645784,Cinderella,120,Music,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4200,4200,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt4168550,Cinderella,\N,"Drama,Family",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4201,4201,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt4863768,Cinderella,87,Animation,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4202,4202,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt5089556,Cinderella,113,Fantasy,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4203,4203,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt5684194,Cinderella,130,Musical,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4204,4204,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt5872846,Cinderella,90,"Comedy,Drama,Musical",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4205,4205,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt7381216,Cinderella,\N,Musical,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4206,4206,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt8555284,Cinderella,90,"Comedy,Musical",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4207,4207,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt8907882,Cinderella,\N,Drama,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4208,4208,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt9239316,Cinderella,\N,Horror,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1
4629,4629,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0003772,Cinderella,52,"Drama,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4630,4630,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0042332,Cinderella,74,"Animation,Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4631,4631,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0056935,Cinderella,\N,\N,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4632,4632,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0057950,Cinderella,84,"Family,Fantasy,Musical",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4633,4633,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0075849,Cinderella,94,"Comedy,Musical",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4634,4634,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0128996,Cinderella,88,"Family,Fantasy,Musical",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4635,4635,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0129672,Cinderella,90,"Comedy,Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4636,4636,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0146558,Cinderella,95,Musical,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4637,4637,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0218891,Cinderella,83,"Drama,Fantasy,Romance",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4638,4638,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0239303,Cinderella,90,"Comedy,Drama",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4639,4639,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0272549,Cinderella,102,"Fantasy,Music,Romance",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4640,4640,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0419644,Cinderella,\N,"Comedy,Drama,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4641,4641,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt10013634,Cinderella,150,Musical,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4642,4642,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt10155932,Cinderella,\N,"Comedy,Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4643,4643,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt10310214,Cinderella,60,"Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4644,4644,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt13154228,Cinderella,120,Musical,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4645,4645,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt1661199,Cinderella,105,"Drama,Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4646,4646,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt1668005,Cinderella,65,"Drama,Family,Musical",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4647,4647,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt2049413,Cinderella,120,Family,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4648,4648,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt2057919,Cinderella,\N,"Drama,Fantasy,Romance",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4649,4649,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt3645784,Cinderella,120,Music,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4650,4650,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt4168550,Cinderella,\N,"Drama,Family",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4651,4651,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt4863768,Cinderella,87,Animation,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4652,4652,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt5089556,Cinderella,113,Fantasy,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4653,4653,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt5684194,Cinderella,130,Musical,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4654,4654,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt5872846,Cinderella,90,"Comedy,Drama,Musical",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4655,4655,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt7381216,Cinderella,\N,Musical,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4656,4656,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt8555284,Cinderella,90,"Comedy,Musical",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4657,4657,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt8907882,Cinderella,\N,Drama,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4658,4658,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt9239316,Cinderella,\N,Horror,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2
4989,4989,My Fair Lady,170.0,"['Audrey Hepburn', 'Rex Harrison', 'Stanley Holloway']",['George Cukor'],"Backlot, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",My Fair Lady,0.0,"['Drama', 'Family', 'Musical', 'Romance']",17000000.0,72560711.0,72661442.0,1,25 December 1964,tt0058385,My Fair Lady,170,"Drama,Family,Musical",79772271.52000001,95550718.0,674,55,1993-11-28,867089.9078260871,109.69184782608696,0.9066315217391306,327.5507246376812,1110.0,1964-01-01,1
4990,4990,My Fair Lady,170.0,"['Audrey Hepburn', 'Rex Harrison', 'Stanley Holloway']",['George Cukor'],"Backlot, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",My Fair Lady,0.0,"['Drama', 'Family', 'Musical', 'Romance']",17000000.0,72560711.0,72661442.0,1,25 December 1964,tt0292133,My Fair Lady,\N,Musical,79772271.52000001,95550718.0,674,55,1993-11-28,867089.9078260871,109.69184782608696,0.9066315217391306,327.5507246376812,1110.0,1964-01-01,1
4991,4991,My Fair Lady,170.0,"['Audrey Hepburn', 'Rex Harrison', 'Stanley Holloway']",['George Cukor'],"Backlot, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",My Fair Lady,0.0,"['Drama', 'Family', 'Musical', 'Romance']",17000000.0,72560711.0,72661442.0,1,25 December 1964,tt10214520,My Fair Lady,\N,Musical,79772271.52000001,95550718.0,674,55,1993-11-28,867089.9078260871,109.69184782608696,0.9066315217391306,327.5507246376812,1110.0,1964-01-01,1
4992,4992,My Fair Lady,170.0,"['Audrey Hepburn', 'Rex Harrison', 'Stanley Holloway']",['George Cukor'],"Backlot, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",My Fair Lady,0.0,"['Drama', 'Family', 'Musical', 'Romance']",17000000.0,72560711.0,72661442.0,1,25 December 1964,tt1243945,My Fair Lady,\N,"Drama,Musical,Romance",79772271.52000001,95550718.0,674,55,1993-11-28,867089.9078260871,109.69184782608696,0.9066315217391306,327.5507246376812,1110.0,1964-01-01,1
4997,4997,My Fair Lady,170.0,"['Audrey Hepburn', 'Rex Harrison', 'Stanley Holloway']",['George Cukor'],"Backlot, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",My Fair Lady,0.0,"['Drama', 'Family', 'Musical', 'Romance']",17000000.0,72560711.0,72661442.0,1,25 December 1964,tt0058385,My Fair Lady,170,"Drama,Family,Musical",79772271.52000001,95550718.0,674,55,1993-11-28,867089.9078260871,109.69184782608696,0.9066315217391306,327.5507246376812,1110.0,1964-01-01,1
4998,4998,My Fair Lady,170.0,"['Audrey Hepburn', 'Rex Harrison', 'Stanley Holloway']",['George Cukor'],"Backlot, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",My Fair Lady,0.0,"['Drama', 'Family', 'Musical', 'Romance']",17000000.0,72560711.0,72661442.0,1,25 December 1964,tt0292133,My Fair Lady,\N,Musical,79772271.52000001,95550718.0,674,55,1993-11-28,867089.9078260871,109.69184782608696,0.9066315217391306,327.5507246376812,1110.0,1964-01-01,1
