,index,title,FILM_runtime,FILM_stars,FILM_directors,FILM_aka,FILM_oscars_won,FILM_genres,FILM_budget,FILM_domestic_gross,FILM_worldwide_gross,FILM_mpaa_rating,FILM_release_date,FILM_tconst,FILM_primaryTitle,FILM_runtimeMinutes,FILM_genres,BWAY_total_weekly_gross,BWAY_total_potential_gross,BWAY_total_performances,BWAY_total_previews,BWAY_last_performance,BWAY_avg_ticket_price,BWAY_avg_capacity,BWAY_avg_top_ticket_price,BWAY_avg_seats_in_theatre,FILM_mpaa_rating_number,FILM_release_year
222,21039,Stanley,108.0,"['Chris Robinson', 'Alex Rocco', 'Steve Alaimo']",['William Grefé'],Ormarna,0.0,"['contentRating: PG', 'actor: [', '{', '@type: Person', 'url: /name/nm0732468/', 'name: Chris Robinson', '}', '{', '@type: Person', 'url: /name/nm0733678/', 'name: Alex Rocco', '}', '{', '@type: Person', 'url: /name/nm0015830/', 'name: Steve Alaimo', '}', '{', '@type: Person', 'url: /name/nm0140993/', 'name: Susan Carroll', '}']",125000.0,66692670.50105042,117460103.96547368,2,28 April 1973,tt0069308,Stanley,108,Horror,1197565.0,0.0,77,18,1997-02-09,24.28333333333333,0.7879666666666667,45.0,642.0,2,1973-01-01
223,21055,1984,90.0,"[""Edmond O'Brien"", 'Michael Redgrave', 'Jan Sterling']",['Michael Anderson'],1984,0.0,"['Drama', 'Sci-Fi']",18702908.00559317,66692670.50105042,117460103.96547368,0,September 1956,tt0048918,1984,90,"Drama,Sci-Fi",6859820.120000001,15831077.0,125,38,2017-05-21,61.16190476190476,0.7138857142857142,249.0,970.0,0,1956-01-01
224,21057,Saint Joan,110.0,"['Richard Widmark', 'Richard Todd', 'Anton Walbrook']",['Otto Preminger'],Saint Joan,0.0,"['Biography', 'Drama', 'History']",18702908.00559317,66692670.50105042,400000.0,0,8 May 1957,tt0050928,Saint Joan,110,"Biography,Drama,History",2897633.2,6863927.0,103,39,1993-01-24,38.769444444444446,0.7161,199.0,758.1111111111111,0,1957-01-01
225,21082,Sweet Smell of Success,96.0,"['Burt Lancaster', 'Tony Curtis', 'Susan Harrison']",['Alexander Mackendrick'],Sweet Smell of Success,1.0,"['Drama', 'Film-Noir']",3400000.0,66692670.50105042,7704.0,0,4 July 1957,tt0051036,Sweet Smell of Success,96,"Drama,Film-Noir",7860322.0,14276674.0,109,18,2002-02-24,66.48941176470588,0.6649823529411765,95.17647058823529,1422.0,0,1957-01-01
226,21083,Cat on a Hot Tin Roof,108.0,"['Elizabeth Taylor', 'Paul Newman', 'Burl Ives']",['Richard Brooks'],Cat on a Hot Tin Roof,6.0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0000072/', 'name: Elizabeth Taylor', '}', '{', '@type: Person', 'url: /name/nm0000056/', 'name: Paul Newman', '}', '{', '@type: Person', 'url: /name/nm0412322/', 'name: Burl Ives', '}', '{', '@type: Person', 'url: /name/nm0007217/', 'name: Jack Carson', '}']",3000000.0,66692670.50105042,117460103.96547368,0,29 August 1958,tt0051459,Cat on a Hot Tin Roof,108,Drama,39989696.0,46876781.0,503,98,1990-03-18,69.71324675324678,0.8360740259740262,166.0625,1138.4025974025974,0,1958-01-01
227,21092,China Doll,99.0,"['Victor Mature', 'Li Hua Li', 'Ward Bond']",['Frank Borzage'],Frank Borzage's China Doll,0.0,"['Drama', 'Romance', 'War']",18702908.00559317,66692670.50105042,117460103.96547368,0,3 December 1958,tt0051476,China Doll,99,"Drama,Romance,War",12019886.739999998,13300306.0,48,40,2015-10-25,143.63571428571427,0.8751642857142857,328.57142857142856,1069.0,0,1958-01-01
228,21098,Desire Under the Elms,111.0,"['Sophia Loren', 'Anthony Perkins', 'Burl Ives']",['Delbert Mann'],Eugene O'Neill's Desire Under the Elms,1.0,"['Drama', 'Romance']",18702908.00559317,66692670.50105042,117460103.96547368,0,6 May 1958,tt0051534,Desire Under the Elms,111,"Drama,Romance",1381950.0,6422952.0,32,16,2009-04-19,52.11000000000001,0.39198333333333335,252.0,1403.0,0,1958-01-01
229,21099,Uncle Vanya,98.0,"['Franchot Tone', 'Clarence Derwent', 'Dolores Dorn']","['John Goetz', 'Franchot Tone']",Not found,0.0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0867144/', 'name: Franchot Tone', '}', '{', '@type: Person', 'url: /name/nm0220702/', 'name: Clarence Derwent', '}', '{', '@type: Person', 'url: /name/nm0233828/', 'name: Dolores Dorn', '}', '{', '@type: Person', 'url: /name/nm0301917/', 'name: Shirley Gale', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,13 December 1957,tt0052335,Uncle Vanya,98,Drama,2788589.0,5645502.0,78,52,1995-02-05,32.06588235294117,0.6735529411764706,65.0,894.7647058823529,0,1957-01-01
230,21108,The Diary of Anne Frank,180.0,"['Millie Perkins', 'Shelley Winters', 'Joseph Schildkraut']",['George Stevens'],The Diary of Anne Frank,0.0,"['Biography', 'Drama', 'Family', 'History', 'War']",3000000.0,66692670.50105042,117460103.96547368,0,17 April 1959,tt0052738,The Diary of Anne Frank,180,"Biography,Drama,Family",6086337.0,12198005.0,221,15,1997-11-23,38.373,0.6782700000000002,60.0,985.0,0,1959-01-01
231,21120,Inherit the Wind,128.0,"['Spencer Tracy', 'Fredric March', 'Gene Kelly']",['Stanley Kramer'],Inherit the Wind,4.0,"['Biography', 'Drama', 'History']",18702908.00559317,66692670.50105042,117460103.96547368,0,30 August 1960,tt0053946,Inherit the Wind,128,"Biography,Drama,History",9688707.0,8326899.0,145,69,1996-03-03,58.37592592592592,0.7897481481481484,173.33333333333334,981.6666666666666,0,1960-01-01
232,21136,Breakfast at Tiffany's,115.0,"['Audrey Hepburn', 'George Peppard', 'Patricia Neal']",['Blake Edwards'],Breakfast at Tiffany's,0.0,"['Comedy', 'Drama', 'Romance']",2500000.0,66692670.50105042,357750.0,0,6 October 1961,tt0054698,Breakfast at Tiffany's,115,"Comedy,Drama,Romance",2475937.0,6179280.0,38,17,2013-03-10,66.4042857142857,0.6412285714285714,200.0,1079.0,0,1961-01-01
233,21137,Judgment at Nuremberg,179.0,"['Spencer Tracy', 'Burt Lancaster', 'Richard Widmark']",['Stanley Kramer'],Judgment at Nuremberg,0.0,"['Drama', 'War']",3000000.0,66692670.50105042,12180.0,0,18 December 1961,tt0055031,Judgment at Nuremberg,179,"Drama,War",2025590.0,6162160.0,56,45,2001-02-18,35.19692307692308,0.5362307692307693,76.0576923076923,1081.4615384615386,0,1961-01-01
234,21138,A Raisin in the Sun,128.0,"['Sidney Poitier', 'Claudia McNeil', 'Ruby Dee']",['Daniel Petrie'],A Raisin in the Sun,2.0,"['contentRating: Approved', 'actor: [', '{', '@type: Person', 'url: /name/nm0001627/', 'name: Sidney Poitier', '}', '{', '@type: Person', 'url: /name/nm0573871/', 'name: Claudia McNeil', '}', '{', '@type: Person', 'url: /name/nm0002039/', 'name: Ruby Dee', '}', '{', '@type: Person', 'url: /name/nm0762305/', 'name: Diana Sands', '}']",1500000.0,66692670.50105042,117460103.96547368,0,18 May 1961,tt0055353,A Raisin in the Sun,128,Drama,24194589.0,24244073.0,173,59,2004-04-04,103.30799999999999,0.9496166666666667,217.625,1062.0,0,1961-01-01
235,21142,Ring of Fire,91.0,"['David Janssen', 'Joyce Taylor', 'Frank Gorshin']",['Andrew L. Stone'],Anel de Fogo,0.0,"['Adventure', 'Crime', 'Drama']",18702908.00559317,66692670.50105042,117460103.96547368,0,14 June 1961,tt0055374,Ring of Fire,91,"Adventure,Crime,Drama",2775120.0,9285585.0,57,38,2006-02-12,55.86166666666668,0.5054666666666666,163.75,1058.0,0,1961-01-01
236,21198,Summer and Smoke,118.0,"['Laurence Harvey', 'Geraldine Page', 'Rita Moreno']",['Peter Glenville'],Summer and Smoke,4.0,"['Drama', 'Romance']",18702908.00559317,66692670.50105042,117460103.96547368,0,April 1962,tt0055489,Summer and Smoke,118,"Drama,Romance",1194418.0,0.0,53,22,1996-08-18,32.607000000000006,0.97137,55.0,499.0,0,1962-01-01
237,21199,Long Day's Journey Into Night,174.0,"['Katharine Hepburn', 'Ralph Richardson', 'Jason Robards']",['Sidney Lumet'],Long Day's Journey Into Night,1.0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0000031/', 'name: Katharine Hepburn', '}', '{', '@type: Person', 'url: /name/nm0724732/', 'name: Ralph Richardson', '}', '{', '@type: Person', 'url: /name/nm0001673/', 'name: Jason Robards', '}', '{', '@type: Person', 'url: /name/nm0001777/', 'name: Dean Stockwell', '}']",500000.0,66692670.50105042,117460103.96547368,0,27 November 1963,tt0056196,Long Day's Journey Into Night,174,Drama,18430085.5,18793372.0,272,47,1986-04-27,65.34489795918367,0.8176897959183672,174.1209677419355,1051.3877551020407,0,1963-01-01
238,21215,The Miracle Worker,106.0,"['Anne Bancroft', 'Patty Duke', 'Victor Jory']",['Arthur Penn'],The Miracle Worker,0.0,"['Biography', 'Drama']",500000.0,66692670.50105042,4139.0,0,28 July 1962,tt0056241,The Miracle Worker,106,"Biography,Drama",1687067.0,5060420.0,38,21,2010-02-14,47.14875,0.8094374999999999,200.0,772.0,0,1962-01-01
239,21219,Act One,110.0,"['George Hamilton', 'Jason Robards', 'George Segal']",['Dore Schary'],Act One,0.0,"['Biography', 'Drama']",18702908.00559317,66692670.50105042,117460103.96547368,0,26 December 1963,tt0056810,Act One,110,"Biography,Drama",4761068.0,13059800.0,67,31,2014-03-23,65.42307692307692,0.6822538461538461,193.88881378501034,1084.0,0,1963-01-01
240,21225,Hedda Gabler,75.0,"['Ingrid Bergman', 'Michael Redgrave', 'Ralph Richardson']",['Alex Segal'],Хеда Габлер,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0000006/', 'name: Ingrid Bergman', '}', '{', '@type: Person', 'url: /name/nm0714878/', 'name: Michael Redgrave', '}', '{', '@type: Person', 'url: /name/nm0724732/', 'name: Ralph Richardson', '}', '{', '@type: Person', 'url: /name/nm0002145/', 'name: Trevor Howard', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,20 September 1963,tt0057135,Hedda Gabler,75,Drama,6908544.0,14848135.0,224,75,1994-06-12,40.117894736842096,0.7124263157894738,87.90517241379311,836.9473684210526,0,1963-01-01
241,21927,The Tempest,76.0,"['Maurice Evans', 'Richard Burton', 'Roddy McDowall']",['George Schaefer'],Hallmark Hall of Fame: The Tempest (#9.4),0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0263052/', 'name: Maurice Evans', '}', '{', '@type: Person', 'url: /name/nm0000009/', 'name: Richard Burton', '}', '{', '@type: Person', 'url: /name/nm0001522/', 'name: Roddy McDowall', '}', '{', '@type: Person', 'url: /name/nm0692976/', 'name: Tom Poston', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,3 February 1960,tt0057564,The Tempest,76,Drama,4609277.0,5938984.0,70,25,1995-10-15,50.32250000000001,0.8383666666666666,65.0,1145.0,0,1960-01-01
242,22152,The Addams Family,99.0,"['Anjelica Huston', 'Raul Julia', 'Christopher Lloyd']",['Barry Sonnenfeld'],The Addams Family,1.0,"['Comedy', 'Fantasy']",30000000.0,113502426.0,191502426.0,3,22 November 1991,tt0101272,The Addams Family,99,"Comedy,Fantasy",86677092.0,132919780.0,722,35,2010-03-14,92.39231578947373,0.8010715789473681,300.0,1519.0,3,1991-01-01
243,22156,The Caretaker,82.0,"['Kira Verrastro', 'James Immekus', 'Jennifer Freeman']",['Bryce Olson'],Ladrón de almas,0.0,"['Comedy', 'Horror']",18702908.00559317,66692670.50105042,117460103.96547368,4,14 February 2008,tt0058164,The Guest,105,Drama,2541829.0,3386190.0,108,42,1986-01-12,31.83250000000001,0.6732199999999999,66.25,706.7,4,2008-01-01
244,22186,The Night of the Iguana,125.0,"['Richard Burton', 'Ava Gardner', 'Deborah Kerr']",['John Huston'],The Night of the Iguana,0.0,"['contentRating: Approved', 'actor: [', '{', '@type: Person', 'url: /name/nm0000009/', 'name: Richard Burton', '}', '{', '@type: Person', 'url: /name/nm0001257/', 'name: Ava Gardner', '}', '{', '@type: Person', 'url: /name/nm0000039/', 'name: Deborah Kerr', '}', '{', '@type: Person', 'url: /name/nm0528987/', 'name: Sue Lyon', '}']",3000000.0,66692670.50105042,3942.0,0,6 August 1964,tt0058404,The Night of the Iguana,125,Drama,2109551.0,0.0,150,29,1988-06-19,24.744782608695658,0.8371652173913045,50.0,553.7826086956521,0,1964-01-01
245,22187,The Visit,100.0,"['Ingrid Bergman', 'Anthony Quinn', 'Paolo Stoppa']",['Bernhard Wicki'],The Lady's Vengence,1.0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0000006/', 'name: Ingrid Bergman', '}', '{', '@type: Person', 'url: /name/nm0000063/', 'name: Anthony Quinn', '}', '{', '@type: Person', 'url: /name/nm0832375/', 'name: Paolo Stoppa', '}', '{', '@type: Person', 'url: /name/nm0885123/', 'name: Romolo Valli', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,11 September 1964,tt0058724,The Visit,100,Drama,3201020.0,8865411.0,106,58,1992-01-05,36.366190476190475,0.7565142857142858,225.0,728.7142857142857,0,1964-01-01
246,22411,Doctor Zhivago,197.0,"['Omar Sharif', 'Julie Christie', 'Geraldine Chaplin']",['David Lean'],Doctor Zhivago,0.0,"['Drama', 'Romance', 'War']",11000000.0,111721910.0,111918564.0,3,31 December 1965,tt0059113,Doctor Zhivago,197,"Drama,Romance,War",3197457.0,7689356.0,23,26,2015-03-29,59.93714285714285,0.7630285714285715,247.0,1478.0,3,1965-01-01
247,22412,Shenandoah,105.0,"['James Stewart', 'Doug McClure', 'Glenn Corbett']",['Andrew V. McLaglen'],Fields of Honor,1.0,"['Drama', 'War', 'Western']",18702908.00559317,17268889.0,117460103.96547368,0,29 June 1965,tt0059711,Shenandoah,105,"Drama,War,Western",798610.0,0.0,32,15,1989-07-30,24.876666666666665,0.5665666666666668,193.88881378501034,1210.0,0,1965-01-01
248,22421,Sylvia,115.0,"['Carroll Baker', 'George Maharis', 'Joanne Dru']",['Gordon Douglas'],Das Vorleben der Sylvia West,0.0,"['contentRating: Unrated', 'actor: [', '{', '@type: Person', 'url: /name/nm0004647/', 'name: Carroll Baker', '}', '{', '@type: Person', 'url: /name/nm0536781/', 'name: George Maharis', '}', '{', '@type: Person', 'url: /name/nm0238445/', 'name: Joanne Dru', '}', '{', '@type: Person', 'url: /name/nm0492444/', 'name: Peter Lawford', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,12 March 1965,tt0059773,Sylvia,115,Drama,4181981.0,11364170.0,72,27,2015-10-04,60.402307692307694,0.669876923076923,199.0,1071.0,0,1965-01-01
249,22493,A Thousand Clowns,118.0,"['Jason Robards', 'Barbara Harris', 'Martin Balsam']",['Fred Coe'],A Thousand Clowns,0.0,"['Comedy', 'Drama', 'Romance']",18702908.00559317,5232000.0,117460103.96547368,0,9 September 1966,tt0059798,A Thousand Clowns,118,"Comedy,Drama,Romance",3678438.0,6150272.0,115,45,1996-06-16,39.083333333333336,0.7496523809523811,67.85714285714286,839.5714285714286,0,1966-01-01
250,22494,Tarzan,88.0,"['Tony Goldwyn', 'Minnie Driver', 'Brian Blessed']","['Chris Buck', 'Kevin Lima']",Tarzan,0.0,"['Animation', 'Adventure', 'Family', 'Romance']",130000000.0,171091819.0,448191819.0,1,18 June 1999,tt0120855,Tarzan,88,"Adventure,Animation,Family",42722858.0,55473315.0,486,35,2006-03-26,72.7501470588235,0.8521029411764708,215.22058823529412,1318.4705882352941,1,1999-01-01
251,22498,A Man for All Seasons,120.0,"['Paul Scofield', 'Wendy Hiller', 'Robert Shaw']",['Fred Zinnemann'],A Man for All Seasons,0.0,"['Biography', 'Drama', 'History']",2000000.0,66692670.50105042,117460103.96547368,1,3 May 1967,tt0060665,A Man for All Seasons,120,"Biography,Drama,History",3612196.0,6882891.0,73,29,2008-09-14,55.90357142857142,0.8537142857142858,111.5,739.2857142857143,1,1967-01-01
252,22514,The Seagull,90.0,"['Anne Bullen', 'Henry Gilbert', 'Gordon Glenwright']",Not found,Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm6319540/', 'name: Anne Bullen', '}', '{', '@type: Person', 'url: /name/nm0318072/', 'name: Henry Gilbert', '}', '{', '@type: Person', 'url: /name/nm0322709/', 'name: Gordon Glenwright', '}', '{', '@type: Person', 'url: /name/nm0423358/', 'name: William Job', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,22 April 1959,tt3562498,The Seagull,90,Drama,7221250.0,9508660.0,143,33,1992-11-22,56.11272727272726,0.7273045454545454,118.28571428571429,932.8181818181819,0,1959-01-01
253,22530,Who's Afraid of Virginia Woolf?,131.0,"['Elizabeth Taylor', 'Richard Burton', 'George Segal']",['Mike Nichols'],Edward Albee's Who's Afraid of Virginia Woolf?,0.0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0000072/', 'name: Elizabeth Taylor', '}', '{', '@type: Person', 'url: /name/nm0000009/', 'name: Richard Burton', '}', '{', '@type: Person', 'url: /name/nm0001719/', 'name: George Segal', '}', '{', '@type: Person', 'url: /name/nm0006800/', 'name: Sandy Dennis', '}']",7500000.0,28000000.0,28005068.0,0,22 June 1966,tt0061184,Who's Afraid of Virginia Woolf?,131,Drama,13019282.0,29450780.0,319,25,2005-03-13,66.28734693877551,0.6281897959183674,154.03061224489795,947.6734693877551,0,1966-01-01
254,22531,Barefoot in the Park,106.0,"['Robert Redford', 'Jane Fonda', 'Charles Boyer']",['Gene Saks'],Barefoot in the Park,1.0,"['Comedy', 'Romance']",2000000.0,66692670.50105042,117460103.96547368,1,25 May 1967,tt0061385,Barefoot in the Park,106,"Comedy,Romance",4501355.0,9620815.0,109,26,2006-01-29,54.06117647058823,0.5564941176470588,145.44117647058823,1102.0,1,1967-01-01
255,22535,Dance of the Vampires,91.0,"['Jack MacGowran', 'Roman Polanski', 'Alfie Bass']",['Roman Polanski'],"The Fearless Vampire Killers or: Pardon Me, But Your Teeth Are in My Neck",0.0,"['Comedy', 'Horror']",2000000.0,66692670.50105042,117460103.96547368,0,2 November 1967,tt0061655,The Fearless Vampire Killers,108,"Comedy,Horror",9431254.0,12827496.0,56,61,2002-10-20,60.762000000000015,0.7992866666666666,143.33333333333334,1677.0,0,1967-01-01
256,22536,The Graduate,106.0,"['Dustin Hoffman', 'Anne Bancroft', 'Katharine Ross']",['Mike Nichols'],The Graduate,0.0,"['Comedy', 'Drama', 'Romance']",3000000.0,104945305.0,105015008.0,2,21 December 1967,tt0061722,The Graduate,106,"Comedy,Drama,Romance",17834908.0,28100157.0,380,24,2002-03-17,54.495490196078414,0.7424843137254905,268.6078431372549,1075.078431372549,2,1967-01-01
257,22537,Henry IV,55.0,"['Ernest Milton', 'Cecily Byrne', 'Valerie Hobson']",Not found,Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0590663/', 'name: Ernest Milton', '}', '{', '@type: Person', 'url: /name/nm0126135/', 'name: Cecily Byrne', '}', '{', '@type: Person', 'url: /name/nm0387753/', 'name: Valerie Hobson', '}', '{', '@type: Person', 'url: /name/nm0086776/', 'name: Denys Blakelock', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,22 March 1938,tt0250420,Henry IV,55,Drama,4870242.0,6793830.0,58,20,2003-11-02,62.10333333333333,0.9413333333333331,85.0,1047.0,0,1938-01-01
258,22541,Wait Until Dark,108.0,"['Audrey Hepburn', 'Alan Arkin', 'Richard Crenna']",['Terence Young'],Wait Until Dark,1.0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0000030/', 'name: Audrey Hepburn', '}', '{', '@type: Person', 'url: /name/nm0000273/', 'name: Alan Arkin', '}', '{', '@type: Person', 'url: /name/nm0001077/', 'name: Richard Crenna', '}', '{', '@type: Person', 'url: /name/nm0956544/', 'name: Efrem Zimbalist Jr.', '}']",3000000.0,66692670.50105042,117460103.96547368,0,21 December 1967,tt0062467,Wait Until Dark,108,Thriller,4125132.0,2884728.0,97,11,1998-03-29,45.23142857142857,0.8179214285714285,60.0,1044.0,0,1967-01-01
260,22570,The Lion in Winter,134.0,"[""Peter O'Toole"", 'Katharine Hepburn', 'Anthony Hopkins']",['Anthony Harvey'],The Lion in Winter,0.0,"['Biography', 'Drama', 'History']",4000000.0,18177.0,18177.0,2,30 October 1968,tt0063227,The Lion in Winter,134,"Biography,Drama,History",2099821.0,3465555.0,93,22,1999-02-21,40.87066666666667,0.9030066666666666,60.0,499.0,2,1968-01-01
261,22574,Match,83.0,"['Jochen Busse', 'Hannelore Cremer', 'Konrad Georg']",['Wolfgang Becker'],Ellenbogenspiele,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0124438/', 'name: Jochen Busse', '}', '{', '@type: Person', 'url: /name/nm0187341/', 'name: Hannelore Cremer', '}', '{', '@type: Person', 'url: /name/nm0313309/', 'name: Konrad Georg', '}', '{', '@type: Person', 'url: /name/nm0419186/', 'name: Joav Jasinski', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,25 July 1969,tt0063282,Match,83,Comedy,2333156.0,6109728.0,53,28,2004-03-14,47.25272727272727,0.5770090909090908,81.25,1079.0,0,1969-01-01
262,22673,The Odd Couple,105.0,"['Jack Lemmon', 'Walter Matthau', 'John Fiedler']",['Gene Saks'],The Odd Couple,2.0,"['contentRating: G', 'actor: [', '{', '@type: Person', 'url: /name/nm0000493/', 'name: Jack Lemmon', '}', '{', '@type: Person', 'url: /name/nm0000527/', 'name: Walter Matthau', '}', '{', '@type: Person', 'url: /name/nm0275835/', 'name: John Fiedler', '}', '{', '@type: Person', 'url: /name/nm0248983/', 'name: Herb Edelman', '}']",1200000.0,44527234.0,44527234.0,1,16 May 1968,tt0063374,The Odd Couple,105,Comedy,34495355.0,29405281.0,544,37,1985-06-09,60.18534246575341,0.789831506849315,220.0,1131.13698630137,1,1968-01-01
263,22677,Present Laughter,180.0,"['Nicole Agada', 'Kitty Archer', 'Enzo Cilenti']",['Matthew Warchus'],Present Laughter,0.0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm8864258/', 'name: Nicole Agada', '}', '{', '@type: Person', 'url: /name/nm9787450/', 'name: Kitty Archer', '}', '{', '@type: Person', 'url: /name/nm0162281/', 'name: Enzo Cilenti', '}', '{', '@type: Person', 'url: /name/nm5980553/', 'name: Joshua Hill', '}']",18702908.00559317,66692670.50105042,1938154.0,0,28 November 2019,tt10384504,Present Laughter,180,Comedy,19819054.8,28862508.5,345,79,1996-10-27,54.66654545454548,0.7593581818181816,162.90697674418604,1035.7272727272727,0,2019-01-01
