,index,title,FILM_runtime,FILM_stars,FILM_directors,FILM_aka,FILM_oscars_won,FILM_genres,FILM_budget,FILM_domestic_gross,FILM_worldwide_gross,FILM_mpaa_rating,FILM_release_date,FILM_tconst,FILM_primaryTitle,FILM_runtimeMinutes,FILM_genres,BWAY_total_weekly_gross,BWAY_total_potential_gross,BWAY_total_performances,BWAY_total_previews,BWAY_last_performance,BWAY_avg_ticket_price,BWAY_avg_capacity,BWAY_avg_top_ticket_price,BWAY_avg_seats_in_theatre,FILM_mpaa_rating_number,FILM_release_year
328,24658,True West,107.0,"['Bruce Willis', 'Chad Smith', 'Andrew Alburger']",['Gary Halvorson'],True West,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0000246/', 'name: Bruce Willis', '}', '{', '@type: Person', 'url: /name/nm1222836/', 'name: Chad Smith', '}', '{', '@type: Person', 'url: /name/nm0017085/', 'name: Andrew Alburger', '}', '{', '@type: Person', 'url: /name/nm0447981/', 'name: Danielle Kennedy', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,12 August 2002,tt0328719,True West,107,Drama,10922724.899999999,15330512.0,215,51,2000-02-20,64.39472222222221,0.8840777777777773,160.68055555555554,666.0555555555555,0,2002-01-01
330,24671,Me and My Girl,145.0,"['Martin Gray', 'Wallace Lupino', 'Maurice Barclay']",['Lupino Lane'],Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm1677678/', 'name: Martin Gray', '}', '{', '@type: Person', 'url: /name/nm0526951/', 'name: Wallace Lupino', '}', '{', '@type: Person', 'url: /name/nm1682576/', 'name: Maurice Barclay', '}', '{', '@type: Person', 'url: /name/nm0135587/', 'name: Jean Capra', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,1 May 1939,tt0420771,Me and My Girl,145,Musical,79655591.0,0.0,1417,11,1986-08-03,38.39256983240222,0.9168620111731842,193.88881378501034,1572.9497206703911,0,1939-01-01
331,24672,Amadeus,160.0,"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge']",['Milos Forman'],Amadeus: The Director's Cut,0.0,"['Biography', 'Drama', 'History', 'Music']",18000000.0,51973029.0,52066791.0,4,19 September 1984,tt0086879,Amadeus,160,"Biography,Drama,History",5242594.0,10759027.0,173,10,1999-12-12,43.21521739130434,0.6689130434782607,70.0,993.0,4,1984-01-01
332,24676,Footloose,107.0,"['Kevin Bacon', 'Lori Singer', 'John Lithgow']",['Herbert Ross'],Footloose,2.0,"['Drama', 'Music', 'Romance']",8200000.0,80035402.0,80038847.0,2,17 February 1984,tt0087277,Footloose,107,"Drama,Music,Romance",37134917.0,60307697.0,709,18,1998-10-11,47.49384615384612,0.7956967032967033,76.26373626373626,1348.7912087912089,2,1984-01-01
335,24685,As Is,86.0,"['Colleen Dewhurst', 'Robert Carradine', 'Jonathan Hadary']",['Michael Lindsay-Hogg'],Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0223157/', 'name: Colleen Dewhurst', '}', '{', '@type: Person', 'url: /name/nm0001019/', 'name: Robert Carradine', '}', '{', '@type: Person', 'url: /name/nm0352625/', 'name: Jonathan Hadary', '}', '{', '@type: Person', 'url: /name/nm0030316/', 'name: Doug Annear', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,27 July 1986,tt0088741,As Is,86,Drama,1974664.0,0.0,248,0,1985-06-09,17.836129032258064,0.6530935483870969,193.88881378501034,684.2903225806451,0,1986-01-01
336,24686,The Color Purple,154.0,"['Danny Glover', 'Whoopi Goldberg', 'Oprah Winfrey']",['Steven Spielberg'],Moon Song,11.0,"['contentRating: PG-13', 'actor: [', '{', '@type: Person', 'url: /name/nm0000418/', 'name: Danny Glover', '}', '{', '@type: Person', 'url: /name/nm0000155/', 'name: Whoopi Goldberg', '}', '{', '@type: Person', 'url: /name/nm0001856/', 'name: Oprah Winfrey', '}', '{', '@type: Person', 'url: /name/nm0001923/', 'name: Margaret Avery', '}']",15000000.0,98467863.0,98467863.0,3,7 February 1986,tt0088939,The Color Purple,154,Drama,147709700.89999998,200764487.0,1352,63,2005-11-06,82.04718232044199,0.8501044198895037,218.16298342541435,1478.0552486187846,3,1986-01-01
337,24688,Contact,150.0,"['Jodie Foster', 'Matthew McConaughey', 'Tom Skerritt']",['Robert Zemeckis'],Contact,1.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",90000000.0,100920329.0,171120329.0,2,11 July 1997,tt0118884,Contact,150,"Drama,Mystery,Sci-Fi",60218526.0,85427075.0,1010,31,2000-03-05,63.72267175572518,0.8391045801526722,85.1526717557252,1067.0,2,1997-01-01
338,24730,King David,114.0,"['Richard Gere', 'Edward Woodward', 'Alice Krige']",['Bruce Beresford'],King David,0.0,"['Adventure', 'Biography', 'Drama', 'History', 'War']",18702908.00559317,5111099.0,5111099.0,3,29 March 1985,tt0089420,King David,114,"Adventure,Biography,Drama",677313.0,1003185.0,6,3,1997-05-18,52.81,0.82525,75.0,1716.0,3,1985-01-01
339,24750,Kiss of the Spider Woman,120.0,"['William Hurt', 'Raul Julia', 'Sônia Braga']",['Hector Babenco'],Kiss of the Spider Woman,0.0,"['contentRating: R', 'actor: [', '{', '@type: Person', 'url: /name/nm0000458/', 'name: William Hurt', '}', '{', '@type: Person', 'url: /name/nm0000471/', 'name: Raul Julia', '}', '{', '@type: Person', 'url: /name/nm0000968/', 'name: Sônia Braga', '}', '{', '@type: Person', 'url: /name/nm0506784/', 'name: José Lewgoy', '}']",18702908.00559317,17005229.0,17009654.0,4,26 July 1985,tt0089424,Kiss of the Spider Woman,120,Drama,42138889.0,536061.0,904,16,1993-04-25,48.34373913043478,0.8296043478260869,70.0,1131.0,4,1985-01-01
340,24751,Shadowlands,92.0,"['Joss Ackland', 'Claire Bloom', 'David Waller']",['Norman Stone'],C.S. Lewis Through the Shadowlands,0.0,"['Biography', 'Drama', 'Romance']",18702908.00559317,66692670.50105042,117460103.96547368,0,29 October 1986,tt0090005,Shadowlands,92,"Biography,Drama,Romance",2712597.0,0.0,169,11,1990-11-04,22.10652173913043,0.6358695652173911,193.88881378501034,1076.0,0,1986-01-01
341,24771,The Trip to Bountiful,108.0,"['Geraldine Page', 'John Heard', 'Carlin Glynn']",['Peter Masterson'],The Trip to Bountiful,0.0,"['contentRating: PG', 'actor: [', '{', '@type: Person', 'url: /name/nm0656183/', 'name: Geraldine Page', '}', '{', '@type: Person', 'url: /name/nm0001334/', 'name: John Heard', '}', '{', '@type: Person', 'url: /name/nm0323344/', 'name: Carlin Glynn', '}', '{', '@type: Person', 'url: /name/nm0103071/', 'name: Richard Bradford', '}']",18702908.00559317,7491903.0,7491903.0,2,24 January 1986,tt0090203,The Trip to Bountiful,108,Drama,13498945.0,26500305.0,187,27,2013-03-31,85.86206896551721,0.7093655172413793,250.0,1063.0,2,1986-01-01
342,24780,"'night, Mother",96.0,"['Sissy Spacek', 'Anne Bancroft', 'Ed Berke']",['Tom Moore'],"'night, Mother",1.0,"['contentRating: PG-13', 'actor: [', '{', '@type: Person', 'url: /name/nm0000651/', 'name: Sissy Spacek', '}', '{', '@type: Person', 'url: /name/nm0000843/', 'name: Anne Bancroft', '}', '{', '@type: Person', 'url: /name/nm0075303/', 'name: Ed Berke', '}', '{', '@type: Person', 'url: /name/nm0730306/', 'name: Carol Robbins', '}']",18702908.00559317,441863.0,441863.0,3,29 January 1987,tt0090556,"'night, Mother",96,Drama,2011480.0,7329105.0,65,26,2004-10-24,52.46999999999999,0.39946666666666664,86.25,1078.0,3,1987-01-01
343,24781,Brighton Beach Memoirs,108.0,"['Blythe Danner', 'Jonathan Silverman', 'Stacey Glick']",['Gene Saks'],Neil Simon's Brighton Beach Memoirs,0.0,"['contentRating: PG-13', 'actor: [', '{', '@type: Person', 'url: /name/nm0001100/', 'name: Blythe Danner', '}', '{', '@type: Person', 'url: /name/nm0001738/', 'name: Jonathan Silverman', '}', '{', '@type: Person', 'url: /name/nm0322778/', 'name: Stacey Glick', '}', '{', '@type: Person', 'url: /name/nm0910610/', 'name: Lisa Waltz', '}']",18000000.0,11957943.0,11957943.0,3,25 December 1986,tt0090774,Brighton Beach Memoirs,108,Comedy,5423483.0,3634353.0,401,25,1985-06-09,19.665370370370372,0.483122222222222,148.5,1352.9444444444443,3,1986-01-01
344,24782,Children of a Lesser God,119.0,"['William Hurt', 'Marlee Matlin', 'Piper Laurie']",['Randa Haines'],Children of a Lesser God,0.0,"['Drama', 'Romance']",10500000.0,31853080.0,31853080.0,4,31 October 1986,tt0090830,Children of a Lesser God,119,"Drama,Romance",3424262.3,9568914.0,54,23,2018-03-25,54.737,0.81132,247.0,1004.0,4,1986-01-01
345,24783,Rose,103.70863291758376,"['Tania Balachova', 'Sylvia Bataille', 'Henri Guisol']",['Raymond Rouleau'],Erotiikkaa Rivieralla,0.0,Not found,18702908.00559317,66692670.50105042,117460103.96547368,0,21 April 1940,tt0197838,Rose,\N,\N,1230595.0,2592700.0,42,13,2000-04-02,30.22125,0.7961124999999999,60.0,924.0,0,1940-01-01
346,24871,Sunday in the Park with George,103.70863291758376,"['Rebecca Bottone', 'Sophie-Louise Dann', 'Rebecca de Pont Davies']",['Denis Caïozzi'],Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm2840101/', 'name: Rebecca Bottone', '}', '{', '@type: Person', 'url: /name/nm0200357/', 'name: Sophie-Louise Dann', '}', '{', '@type: Person', 'url: /name/nm2704618/', 'name: Rebecca de Pont Davies', '}', '{', '@type: Person', 'url: /name/nm0308176/', 'name: Nicholas Garrett', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,24 May 2013,tt8664132,Sunday in the Park with George,\N,Musical,21657785.0,27660115.0,362,43,1985-06-09,63.35038461538462,0.8705096153846154,214.62878787878788,910.2307692307693,0,2013-01-01
347,24872,Hangmen,90.0,"['Rick Washburn', 'Dog Thomas', 'Keith Bogart']",['J. Christian Ingvordsen'],Hangmen,0.0,"['Action', 'Thriller', 'Adventure']",18702908.00559317,66692670.50105042,117460103.96547368,4,1 May 1987,tt0093142,Hangmen,90,"Action,Adventure,Thriller",139321.4,215634.0,0,2,2020-03-01,90.35,0.9613,223.0,802.0,4,1987-01-01
348,24873,Metamorphosis,92.0,"['Gene LeBrock', 'Catherine Baranov', 'Harry Cason']",['George Eastman'],Metamorphosis,0.0,"['Horror', 'Sci-Fi']",18702908.00559317,66692670.50105042,117460103.96547368,4,7 August 1990,tt0097874,Metamorphosis,92,"Horror,Sci-Fi",2684265.0,0.0,96,5,1989-03-05,32.826153846153844,0.7441846153846154,193.88881378501034,1086.0,4,1990-01-01
349,25068,A Month in the Country,96.0,"['Colin Firth', 'Kenneth Branagh', 'John Atkinson']","[""Pat O'Connor""]",A Month in the Country,0.0,"['contentRating: PG', 'actor: [', '{', '@type: Person', 'url: /name/nm0000147/', 'name: Colin Firth', '}', '{', '@type: Person', 'url: /name/nm0000110/', 'name: Kenneth Branagh', '}', '{', '@type: Person', 'url: /name/nm0040744/', 'name: John Atkinson', '}', '{', '@type: Person', 'url: /name/nm0141697/', 'name: Jim Carter', '}']",18702908.00559317,443524.0,117460103.96547368,2,4 December 1987,tt0093562,A Month in the Country,96,Drama,1407371.0,399200.0,55,24,1995-04-09,36.76199999999999,0.9736300000000002,55.0,499.0,2,1987-01-01
350,25084,Orphans,115.0,"['Albert Finney', 'Matthew Modine', 'Kevin Anderson']",['Alan J. Pakula'],Kellerkinder - Orphans,0.0,"['contentRating: R', 'actor: [', '{', '@type: Person', 'url: /name/nm0001215/', 'name: Albert Finney', '}', '{', '@type: Person', 'url: /name/nm0000546/', 'name: Matthew Modine', '}', '{', '@type: Person', 'url: /name/nm0000754/', 'name: Kevin Anderson', '}', '{', '@type: Person', 'url: /name/nm0446120/', 'name: John Kellogg', '}']",15000000.0,252430.0,252430.0,4,18 September 1987,tt0093683,Orphans,115,Drama,4056117.0,8206000.0,37,27,2013-03-31,71.98500000000001,0.8167874999999999,225.0,1071.0,4,1987-01-01
351,25093,Beetlejuice,92.0,"['Alec Baldwin', 'Geena Davis', 'Michael Keaton']",['Tim Burton'],The Maitlands,0.0,"['Comedy', 'Fantasy']",15000000.0,74220408.0,74270074.0,2,30 March 1988,tt0094721,Beetlejuice,92,"Comedy,Fantasy",50765871.95,64088245.0,356,27,2019-03-31,95.63734693877548,0.9264040816326529,275.0408163265306,1490.0816326530612,2,1988-01-01
352,25094,Big,104.0,"['Tom Hanks', 'Elizabeth Perkins', 'Robert Loggia']",['Penny Marshall'],Big,2.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",18000000.0,115227281.0,151927281.0,2,3 June 1988,tt0094737,Big,104,"Comedy,Drama,Fantasy",9736877.0,0.0,193,22,1996-04-14,42.200740740740734,0.7384407407407407,70.0,1449.0,2,1988-01-01
353,25098,Biloxi Blues,106.0,"['Matthew Broderick', 'Christopher Walken', 'Matt Mulhern']",['Mike Nichols'],Neil Simon's Biloxi Blues,0.0,"['Comedy', 'Drama']",20000000.0,43184798.0,51684798.0,3,25 March 1988,tt0094746,Biloxi Blues,106,"Comedy,Drama",10760653.0,0.0,448,0,1985-06-09,25.66660714285714,0.6859714285714282,193.88881378501034,1336.0,3,1988-01-01
354,25099,The Caine Mutiny Court-Martial,100.0,"['Eric Bogosian', 'Jeff Daniels', 'Brad Davis']",['Robert Altman'],Herman Wouk's The Caine Mutiny Court-Martial,0.0,"['Drama', 'War']",18702908.00559317,66692670.50105042,117460103.96547368,2,8 May 1988,tt0094826,The Caine Mutiny Court-Martial,100,"Drama,War",945803.0,3874205.0,17,27,2006-04-16,49.11333333333334,0.4181333333333334,176.25,1079.0,2,1988-01-01
355,25100,Dirty Rotten Scoundrels,110.0,"['Steve Martin', 'Michael Caine', 'Glenne Headly']",['Frank Oz'],Dirty Rotten Scoundrels,1.0,"['Comedy', 'Crime']",18702908.00559317,42039085.0,42039085.0,2,14 December 1988,tt0095031,Dirty Rotten Scoundrels,110,"Comedy,Crime",58033865.0,78671357.0,627,36,2005-02-06,71.36253012048192,0.8491710843373494,175.34638554216866,1435.0,2,1988-01-01
356,25101,Glory Days,100.0,"['Robert Conrad', 'Shane Conrad', 'Duane Davis']",['Robert Conrad'],Jour de gloire,0.0,"['contentRating: TV-PG', 'actor: [', '{', '@type: Person', 'url: /name/nm0001066/', 'name: Robert Conrad', '}', '{', '@type: Person', 'url: /name/nm0175723/', 'name: Shane Conrad', '}', '{', '@type: Person', 'url: /name/nm0204523/', 'name: Duane Davis', '}', '{', '@type: Person', 'url: /name/nm0250368/', 'name: Stacy Edwards', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,11 December 1988,tt0095224,Glory Days,100,Drama,111283.0,1175850.0,1,17,2008-04-27,38.53666666666666,0.2779333333333333,201.5,670.0,0,1988-01-01
357,25110,High Fidelity,85.0,"['John Dalley', 'David Soyer', 'Arnold Steinhardt']",['Allan Miller'],Adventures of the Guarneri String Quartet,0.0,"['Documentary', 'Biography', 'Music']",18702908.00559317,66692670.50105042,117460103.96547368,0,15 September 1989,tt0095301,High Fidelity,85,"Biography,Documentary,Music",1096116.0,3925972.0,13,19,2006-11-26,54.755,0.436,251.25,1435.0,0,1989-01-01
358,25114,Leap of Faith,97.0,"['Anne Archer', 'Sam Neill', 'Frances Lee McCain']",['Stephen Gyllenhaal'],Question of Faith,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0000271/', 'name: Anne Archer', '}', '{', '@type: Person', 'url: /name/nm0000554/', 'name: Sam Neill', '}', '{', '@type: Person', 'url: /name/nm0564589/', 'name: Frances Lee McCain', '}', '{', '@type: Person', 'url: /name/nm0316080/', 'name: Louis Giambalvo', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,6 October 1988,tt0095507,Leap of Faith,97,Drama,1343840.0,7711360.0,19,25,2012-04-08,26.835000000000004,0.8375500000000001,225.0,1367.0,0,1988-01-01
359,25144,Souvenir,93.0,"['Christopher Plummer', 'Catherine Hicks', 'Michael Lonsdale']",['Geoffrey Reeve'],Amargas Memórias,0.0,"['contentRating: R', 'actor: [', '{', '@type: Person', 'url: /name/nm0001626/', 'name: Christopher Plummer', '}', '{', '@type: Person', 'url: /name/nm0382819/', 'name: Catherine Hicks', '}', '{', '@type: Person', 'url: /name/nm0003909/', 'name: Michael Lonsdale', '}', '{', '@type: Person', 'url: /name/nm0147392/', 'name: Christopher Cazenove', '}']",18702908.00559317,66692670.50105042,117460103.96547368,4,6 January 1989,tt0096148,Souvenir,93,Drama,945935.0,4356023.0,68,14,2005-10-30,43.127272727272725,0.3761909090909091,86.25,712.1818181818181,4,1989-01-01
360,25216,Talk Radio,110.0,"['Eric Bogosian', 'Ellen Greene', 'Leslie Hope']",['Oliver Stone'],Talk Radio,0.0,"['contentRating: R', 'actor: [', '{', '@type: Person', 'url: /name/nm0091899/', 'name: Eric Bogosian', '}', '{', '@type: Person', 'url: /name/nm0338746/', 'name: Ellen Greene', '}', '{', '@type: Person', 'url: /name/nm0394012/', 'name: Leslie Hope', '}', '{', '@type: Person', 'url: /name/nm0001525/', 'name: John C. McGinley', '}']",4000000.0,3468572.0,3468572.0,4,13 January 1989,tt0096219,Talk Radio,110,Drama,4489013.0,12000900.0,121,29,2007-02-18,53.21947368421052,0.5145,251.25,1095.0,4,1989-01-01
361,25217,Catch Me If You Can,106.0,"['Matt Lattanzi', 'Loryn Locklin', 'Grant Heslov']",['Stephen Sommers'],Catch Me If You Can,0.0,"['Action', 'Comedy', 'Drama']",800000.0,3686.0,3686.0,2,14 October 1989,tt0097029,Catch Me If You Can,106,"Action,Comedy,Drama",16863570.0,32615900.0,166,32,2011-03-13,69.52000000000001,0.8614384615384615,200.0,1422.0,2,1989-01-01
362,25233,Driving Miss Daisy,99.0,"['Morgan Freeman', 'Jessica Tandy', 'Dan Aykroyd']",['Bruce Beresford'],Driving Miss Daisy,0.0,"['contentRating: PG', 'actor: [', '{', '@type: Person', 'url: /name/nm0000151/', 'name: Morgan Freeman', '}', '{', '@type: Person', 'url: /name/nm0001788/', 'name: Jessica Tandy', '}', '{', '@type: Person', 'url: /name/nm0000101/', 'name: Dan Aykroyd', '}', '{', '@type: Person', 'url: /name/nm0526985/', 'name: Patti LuPone', '}']",7500000.0,106593296.0,145793296.0,2,26 January 1990,tt0097239,Driving Miss Daisy,99,Drama,13586627.0,18909125.0,180,20,2010-10-10,101.73740740740739,0.8188185185185188,300.0,804.0,2,1990-01-01
363,25237,Shirley Valentine,108.0,"['Pauline Collins', 'Tom Conti', 'Julia McKenzie']",['Lewis Gilbert'],Shirley Valentine,2.0,"['Comedy', 'Drama', 'Romance']",18702908.00559317,6056912.0,6056912.0,4,30 August 1989,tt0098319,Shirley Valentine,108,"Comedy,Drama,Romance",3918566.0,0.0,324,8,1989-02-12,22.641190476190477,0.6579095238095239,193.88881378501034,777.0,4,1989-01-01
364,25238,Steel Magnolias,117.0,"['Shirley MacLaine', 'Olympia Dukakis', 'Sally Field']",['Herbert Ross'],Steel Magnolias,1.0,"['Comedy', 'Drama', 'Romance']",15000000.0,84614512.0,96759512.0,2,22 November 1989,tt0098384,Steel Magnolias,117,"Comedy,Drama,Romance",4139622.0,9692401.0,136,23,2005-03-20,56.76100000000001,0.49766000000000005,86.1875,922.0,2,1989-01-01
365,25242,The Civil War,90.0,['Jack Hanrahan'],['Tom James'],Not found,0.0,"['Documentary', 'History', 'War']",18702908.00559317,66692670.50105042,117460103.96547368,0,1991,tt8152660,The Civil War,90,"Documentary,History,War",3524775.0,9555732.0,61,35,1999-03-28,43.115,0.502875,75.0,1698.0,0,1991-01-01
366,25243,Matters of the Heart,120.0,"['Jane Seymour', 'Chris Gartin', 'James Stacy']",['Michael Ray Rhodes'],Concerto pour Lady H,0.0,"['Drama', 'Romance']",18702908.00559317,66692670.50105042,117460103.96547368,3,26 December 1990,tt0100123,Matters of the Heart,120,"Drama,Romance",628230.0,1165511.0,11,8,2000-10-15,36.404,0.8343900000000002,60.0,1067.0,3,1990-01-01
367,25247,Misery,107.0,"['James Caan', 'Kathy Bates', 'Richard Farnsworth']",['Rob Reiner'],Misery,0.0,"['Drama', 'Thriller']",20000000.0,61276872.0,61276872.0,4,30 November 1990,tt0100157,Misery,107,"Drama,Thriller",11945565.280000001,18870178.0,95,27,2015-10-25,111.2325,0.75609375,297.0,1177.5,4,1990-01-01
368,25248,Orpheus Descending,117.0,"['Kevin Anderson', 'Brad Sullivan', 'Manning Redwood']",['Peter Hall'],Tennessee Williams' Orpheus Descending,0.0,"['Drama', 'Romance']",18702908.00559317,66692670.50105042,117460103.96547368,0,24 September 1990,tt0100306,Orpheus Descending,117,"Drama,Romance",3598732.0,0.0,97,13,1989-09-17,31.141428571428573,0.7989142857142858,193.88881378501034,1320.0,0,1990-01-01
369,25249,Pretty Woman,119.0,"['Richard Gere', 'Julia Roberts', 'Jason Alexander']",['Garry Marshall'],"$ 3,000",1.0,"['Comedy', 'Romance']",14000000.0,178406268.0,463407409.0,4,23 March 1990,tt0100405,Pretty Woman,119,"Comedy,Romance",51134568.8,76155432.0,420,27,2018-07-22,112.69175438596493,0.8626140350877193,275.0,1168.0,4,1990-01-01
370,25253,Relatively Speaking,120.0,"['Michael Maloney', 'Imogen Stubbs', 'Nigel Hawthorne']",['Michael A. Simpson'],Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0540585/', 'name: Michael Maloney', '}', '{', '@type: Person', 'url: /name/nm0835916/', 'name: Imogen Stubbs', '}', '{', '@type: Person', 'url: /name/nm0001329/', 'name: Nigel Hawthorne', '}', '{', '@type: Person', 'url: /name/nm0914220/', 'name: Gwen Watford', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,1990,tt0100471,Relatively Speaking,120,Comedy,10077527.0,17887750.0,117,35,2011-09-25,79.16842105263159,0.7771684210526316,225.0,1072.2105263157894,0,1990-01-01
371,25257,The Royal Family,120.0,"['Donald Barton', 'Forrest Buckman', 'David A. Butler']","['Kirk Browning', 'Ellis Rabb']",Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0059129/', 'name: Donald Barton', '}', '{', '@type: Person', 'url: /name/nm0118713/', 'name: Forrest Buckman', '}', '{', '@type: Person', 'url: /name/nm0124884/', 'name: David A. Butler', '}', '{', '@type: Person', 'url: /name/nm0191033/', 'name: Michael Cuddy', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,9 November 1977,tt0200074,The Royal Family,120,Comedy,2627586.0,6566127.0,77,26,2009-09-20,49.318461538461534,0.7966230769230769,193.88881378501034,650.0,0,1977-01-01
372,25258,Memphis,100.0,"['Cybill Shepherd', 'John Laughlin', 'J.E. Freeman']",['Yves Simoneau'],Entführt - Sieben Tage Angst,0.0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0001732/', 'name: Cybill Shepherd', '}', '{', '@type: Person', 'url: /name/nm0490855/', 'name: John Laughlin', '}', '{', '@type: Person', 'url: /name/nm0293422/', 'name: J.E. Freeman', '}', '{', '@type: Person', 'url: /name/nm1444462/', 'name: Richard Brooks', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,27 January 1992,tt0102431,Memphis,100,Drama,104036273.0,182222697.0,1165,30,2009-09-27,75.21000000000001,0.7834873333333336,250.0,1468.2933333333333,0,1992-01-01
373,25268,Broadway Bound,89.0,"['Anne Bancroft', 'Hume Cronyn', 'Corey Parker']",['Paul Bogart'],Neil Simon's Broadway Bound,1.0,"['Comedy', 'Drama']",18702908.00559317,66692670.50105042,117460103.96547368,0,23 March 1992,tt0102521,Broadway Bound,89,"Comedy,Drama",15991551.0,0.0,756,12,1986-11-30,25.454895833333328,0.6721739583333332,193.88881378501034,1186.0,0,1992-01-01
374,25269,Proof,86.0,"['Hugo Weaving', 'Geneviève Picot', 'Russell Crowe']",['Jocelyn Moorhouse'],La prueba,0.0,"['Drama', 'Romance']",18702908.00559317,524668.0,524668.0,4,20 March 1992,tt0102721,Proof,86,"Drama,Romance",32896994.0,49888358.0,917,16,2000-10-15,51.377863247863246,0.7357512820512823,71.47008547008546,924.0,4,1992-01-01
375,25281,The Search for Signs of Intelligent Life in the Universe,120.0,['Lily Tomlin'],['John Bailey'],The Search for Signs of Intelligent Life in the Universe,2.0,"['contentRating: PG-13', 'actor: {', '@type: Person', 'url: /name/nm0005499/', 'name: Lily Tomlin', '}', 'director: {', '@type: Person', 'url: /name/nm0007037/', 'name: John Bailey', '}', 'creator: [', '{', '@type: Person', 'url: /name/nm0905942/', 'name: Jane Wagner', '}', '{', '@type: Organization', 'url: /company/co0052980/', '}', '{', '@type: Organization', 'url: /company/co0061321/', '}']",18702908.00559317,579854.0,579854.0,3,January 1992,tt0102864,The Search for Signs of Intelligent Life in the Universe,120,Comedy,16967357.0,8490351.0,575,20,1985-09-15,34.07951807228917,0.8996156626506022,65.0,975.722891566265,3,1992-01-01
376,25282,Black and Blue,103.70863291758376,['Ronnie Shark'],Not found,Not found,0.0,"['contentRating: X', 'actor: {', '@type: Person', 'url: /name/nm0365496/', 'name: Ronnie Shark', '}', 'datePublished: 1974-01-16', 'keywords: sadomasochismsexhardcorehomosexual']",18702908.00559317,66692670.50105042,117460103.96547368,0,16 January 1974,tt0211268,Black and Blue,\N,Adult,33601122.0,0.0,829,32,1989-01-01,36.84759259259258,0.6822638888888891,193.88881378501034,1586.0185185185185,0,1974-01-01
377,25354,Chaplin,143.0,"['Robert Downey Jr.', 'Geraldine Chaplin', 'Paul Rhys']",['Richard Attenborough'],Chaplin,3.0,"['Biography', 'Comedy', 'Drama']",31000000.0,9493259.0,9493259.0,3,8 January 1993,tt0103939,Chaplin,143,"Biography,Comedy,Drama",8518390.0,19379504.0,135,24,2012-08-26,72.1605,0.70998,193.5,1045.0,3,1993-01-01
378,25363,A Few Good Men,138.0,"['Tom Cruise', 'Jack Nicholson', 'Demi Moore']",['Rob Reiner'],A Few Good Men,4.0,"['Drama', 'Thriller']",41000000.0,141340178.0,243240178.0,4,11 December 1992,tt0104257,A Few Good Men,138,"Drama,Thriller",7729208.0,0.0,497,15,1989-11-05,23.665692307692307,0.6400784615384616,193.88881378501034,997.0,4,1992-01-01
379,25367,Glengarry Glen Ross,100.0,"['Al Pacino', 'Jack Lemmon', 'Alec Baldwin']",['James Foley'],Glengarry Glen Ross,1.0,"['Crime', 'Drama', 'Mystery']",12500000.0,10725228.0,10725228.0,4,2 October 1992,tt0104348,Glengarry Glen Ross,100,"Crime,Drama,Mystery",22834337.0,27722121.0,182,75,2005-04-10,97.18,0.8486342857142857,194.75,1075.0857142857142,4,1992-01-01
380,25368,Honeymoon in Vegas,96.0,"['James Caan', 'Nicolas Cage', 'Sarah Jessica Parker']",['Andrew Bergman'],Honeymoon in Vegas,2.0,"['Comedy', 'Romance', 'Thriller']",25000000.0,35208854.0,35208854.0,3,28 August 1992,tt0104438,Honeymoon in Vegas,96,"Comedy,Romance,Thriller",7609536.0,22651638.0,93,66,2014-11-23,65.77350000000001,0.6394650000000001,223.0,1160.0,3,1992-01-01
381,25369,Prelude to a Kiss,105.0,"['Meg Ryan', 'Alec Baldwin', 'Kathy Bates']",['Norman René'],Prelude to a Kiss,0.0,"['Comedy', 'Fantasy', 'Romance']",18702908.00559317,20006730.0,22697691.0,3,10 July 1992,tt0105165,Prelude to a Kiss,105,"Comedy,Fantasy,Romance",7606123.0,4105416.0,501,31,1990-04-29,32.6944776119403,0.751855223880597,86.25,582.8955223880597,3,1992-01-01
