,Unnamed: 0,title,runtime,stars,directors,filming_location,aka,oscars_won,genres,budget,domestic_gross,worldwide_gross,mpaa_rating,release
4109,4109,Rhythm Parade,68,"['Nils T. Granlund', 'Gale Storm', 'Robert Lowery']","['Howard Bretherton', 'Dave Gould']",Not found,Parada do Ritmo,0,"['Comedy', 'Musical', 'Romance']",Not found,Not found,Not found,Approved,16 April 1950 (USA)
4110,4110,Moonland - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['Fantasy', 'Musical']",Not found,Not found,Not found,,11 December 1942 (USA)
4111,4111,Poker de reinas,90,"['Christiane Martel', 'Flor Silvestre', 'Mapita Cortés']",['Benito Alazraki'],Not found,Not found,0,"['Comedy', 'Drama', 'Musical']",Not found,Not found,Not found,,Not found
4112,4112,Pelo suelto,100,"['Gloria Trevi', 'Humberto Zurita', 'Sebastian Castorena']",['Pedro Galindo III'],"Acapulco, Guerrero, Mexico",Loose Hair,0,"['Musical', 'Comedy', 'Drama']",Not found,Not found,Not found,,19 May 1960 (Mexico)
4113,4113,Ripped!,100,"['Hallie York', 'Quentin McCuiston', 'Elise Rovinsky']",['Rod Bingaman'],Not found,Not found,0,"['Comedy', 'Musical']","$200,000
            ",Not found,Not found,TV-PG,20 December 1991 (Mexico)
4114,4114,El tango en Broadway,85,"['Carlos Gardel', 'Trini Ramos', 'Blanca Vischer']",['Louis J. Gasnier'],"Eastern Service Studios, Astoria, Queens, New York City, New York, USA",O Tango na Broadway,0,"['Drama', 'Musical']",Not found,Not found,Not found,,1 June 2014 (USA)
4115,4115,Ayamma: Music in the Forest,Not found,"['Theresa Edem', 'Adesua Etomi-Wellington', 'Majid Michel']",['Chris Eneaji'],"Akwa Ibom, Nigeria",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm8631155/', 'name: Theresa Edem', '}', '{', '@type: Person', 'url: /name/nm6767239/', 'name: Adesua Etomi-Wellington', '}', '{', '@type: Person', 'url: /name/nm2645663/', 'name: Majid Michel', '}', '{', '@type: Person', 'url: /name/nm0645358/', 'name: Wale Ojo', '}']","NGN30,000,000
            ",Not found,Not found,,12 March 1935 (Uruguay)
4116,4116,Untitled Musical Biopic - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['director: {', '@type: Person', 'url: /name/nm2282177/', 'name: Justin Simien', '}', 'creator: {', '@type: Organization', 'url: /company/co0515595/', '}', 'keywords: tragedy']",Not found,Not found,Not found,,23 December 2016 (Nigeria)
4117,4117,Beautiful Noise,93,"['Bernard Broyles', 'Steve Carroll', 'Kimber Cleveland']",['Steve Tatone'],Not found,Not found,0,"['Drama', 'Musical']",Not found,Not found,Not found,,Not found
4118,4118,Na Estrada da Vida,100,"['Manfredo Bahia', 'José Reynaldo Cezaretto', 'Nestor Alves de Lima']",['Nelson Pereira dos Santos'],Not found,Két fiú gitárral,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0046883/', 'name: Manfredo Bahia', '}', '{', '@type: Person', 'url: /name/nm1275098/', 'name: José Reynaldo Cezaretto', '}', '{', '@type: Person', 'url: /name/nm0209764/', 'name: Nestor Alves de Lima', '}', '{', '@type: Person', 'url: /name/nm0495779/', 'name: Sílvia Leblon', '}']",Not found,Not found,Not found,,9 April 2011 (USA)
4119,4119,Tycho - IMDb</title>,Not found,"['Max Grodénchik', 'Lena Kalisch', 'Jason Scott Sadofsky']","['Johannes Grenzfurthner', 'Juliana Neuhuber']",Not found,Not found,0,"['Biography', 'Comedy', 'History', 'Musical']",Not found,Not found,Not found,,1980 (Brazil)
4120,4120,The Divine Spark,82,"['Mártha Eggerth', 'Phillips Holmes', 'Benita Hume']",['Carmine Gallone'],Not found,Maddalena,0,"['contentRating: Approved', 'actor: [', '{', '@type: Person', 'url: /name/nm0250964/', 'name: Mártha Eggerth', '}', '{', '@type: Person', 'url: /name/nm0392004/', 'name: Phillips Holmes', '}', '{', '@type: Person', 'url: /name/nm0401729/', 'name: Benita Hume', '}', '{', '@type: Person', 'url: /name/nm0130740/', 'name: Donald Calthrop', '}']",Not found,Not found,Not found,Approved,Not found
4121,4121,Puddin' Head,80,"['Judy Canova', 'Francis Lederer', 'Raymond Walburn']",['Joseph Santley'],"Republic Studios, Hollywood, Los Angeles, California, USA",Judy Goes to Town,0,"['Comedy', 'Musical']",Not found,Not found,Not found,Approved,June 1935 (UK)
4122,4122,Chocolate,81,"['Shabnam Moghadami', 'Naser Hashemi', 'Mohammed Reza Hedayati']",['Soheil Movaffagh'],"Tehran, Iran",Shokolati,0,"['Adventure', 'Comedy', 'Family', 'Musical']",Not found,Not found,Not found,,25 June 1941 (USA)
4123,4123,Maria XXX,90,"['Etoile Chaville', 'C. Joy Alpuerto Ritter', 'Anne Schmidt']",['Hagen Wiel'],"Neues Theater, Halle, Saxony-Anhalt, Germany",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm4603501/', 'name: Etoile Chaville', '}', '{', '@type: Person', 'url: /name/nm4606980/', 'name: C. Joy Alpuerto Ritter', '}', '{', '@type: Person', 'url: /name/nm4598911/', 'name: Anne Schmidt', '}', '{', '@type: Person', 'url: /name/nm3218091/', 'name: Helga Wretman', '}']",Not found,Not found,Not found,,29 November 2017 (Iran)
4124,4124,Laskar Pemimpi,Not found,"['Masayu Anastasia', 'Wahyu Rudi Astadi', 'Candil']",['Monty Tiwa'],Not found,Not found,0,"['Comedy', 'Musical', 'War']",Not found,Not found,Not found,,15 May 2011 (Germany)
4125,4125,Sol de primavera,140,"['Salvador Arcella', 'Floren Delbene', 'Herminia Franco']",['José A. Ferreyra'],Not found,Not found,0,"['Crime', 'Fantasy', 'Musical']",Not found,Not found,Not found,,30 September 2010 (Indonesia)
4126,4126,Babul,Not found,"['Aaliya', 'Naeem Hashmi', 'Ilyas Kashmiri']",['Iqbal Kashmiri'],"Evernew Studios, D66, Multan Rd, Zeenat Block Allama Iqbal Town, Lahore, Punjab 54000, Pakistan",Not found,0,"['Drama', 'Musical']",Not found,Not found,Not found,,3 May 1941 (Mexico)
4127,4127,Mini Punjab,128,"['Gurdas Maan', 'Pramod Moutho', 'Gufi Paintal']",['Rimpy Prince'],Not found,Not found,0,"['Comedy', 'Musical', 'Romance']",Not found,Not found,"$63,902",,18 June 1971 (Pakistan)
4128,4128,Dulari,Not found,"['Anjuman', 'Izhar Qazi', 'Humayun Qureshi']",['Haider Chaudhry'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0030135/', 'name: Anjuman', '}', '{', '@type: Person', 'url: /name/nm0702605/', 'name: Izhar Qazi', '}', '{', '@type: Person', 'url: /name/nm3825632/', 'name: Humayun Qureshi', '}', '{', '@type: Person', 'url: /name/nm0706691/', 'name: Sultan Rahi', '}']",Not found,Not found,Not found,,17 April 2009 (UK)
4129,4129,Sakalí léta,110,"['Jakub Spalek', 'Martin Dejdar', 'Josef Abrhám']",['Jan Hrebejk'],"Podbaba, Prague, Czech Republic",Big Beat,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,10 July 1987 (Pakistan)
4130,4130,Amor a todo gas,97,"['Peret', 'Nieves Navarro', 'Fernando Sancho']",['Ramón Torrado'],"Hotel Cuzco. Paseo de la Castellana &amp; Calle Sor Angela de la Cruz, Madrid, Spain",Not found,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,9 December 1993 (Czech Republic)
4131,4131,Walking on Air,70,"['Gene Raymond', 'Ann Sothern', 'Jessie Ralph']",['Joseph Santley'],"Lake Norconian Club, Norco, California, USA",Count Pete,0,"['Comedy', 'Musical']",Not found,Not found,Not found,Approved,5 September 1969 (Spain)
4132,4132,La pérgola de las flores,96,"['Marujita Díaz', 'Antonio Prieto', 'Beatriz Bonnet']",['Román Viñoly Barreto'],"Teatro Colón, San Nicolás, Capital Federal, Argentina",The Flower Market,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,11 September 1936 (USA)
4133,4133,Ruddigore,54,"['John Reed', 'David Palmer', 'Kenneth Sandford']",['Joy Batchelor'],Not found,The Witch's Curse,0,"['Animation', 'Comedy', 'Family', 'Musical']",Not found,Not found,Not found,,9 September 1965 (Chile)
4134,4134,Pooja Ke Phool,161,"['Ashok Kumar', 'Mala Sinha', 'Dharmendra']",['A. Bhimsingh'],India,Flowers for Worship,0,"['Musical', 'Drama', 'Family']",Not found,Not found,Not found,Not Rated,Not found
4135,4135,Cinderella,84,"['Raisa Struchkova', 'Gennadi Ledyakh', 'Elena Vanke']","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",Not found,Not found,Not found,,Not found
4136,4136,The Sound of Music: The Musical,120,"['Craig Urbani', 'Ethan Cole', 'Lynelle Kenned']",['Ralph Lawson'],"The Durban Playhouse, Durban, South Africa",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0881663/', 'name: Craig Urbani', '}', '{', '@type: Person', 'url: /name/nm10998638/', 'name: Ethan Cole', '}', '{', '@type: Person', 'url: /name/nm9280167/', 'name: Lynelle Kenned', '}', '{', '@type: Person', 'url: /name/nm8360128/', 'name: Rory Booth', '}']",Not found,Not found,Not found,,11 February 1961 (Soviet Union)
4137,4137,The Last Rumba - IMDb</title>,90,"['Ilean Almaguer', 'Guillermo Iván', 'Alfredo Diaz']",['Guillermo Iván'],Not found,Not found,0,"['Drama', 'Musical']",Not found,Not found,Not found,,26 November 2016 (South Africa)
4138,4138,Die Csárdásfürstin,100,"['Anna Moffo', 'René Kollo', 'Dagmar Koller']",['Miklós Szinetár'],Not found,Csárdáskirálynő,0,"['Comedy', 'Musical', 'Romance']",Not found,Not found,Not found,,Not found
4139,4139,There's a Girl in My Heart,79,"['Lee Bowman', 'Elyse Knox', 'Gloria Jean']",['Arthur Dreifuss'],"Motion Picture Center Studios - 846 N. Cahuenga Blvd., Hollywood, Los Angeles, California, USA",Hembra de mi corazón,0,"['Comedy', 'Musical', 'Romance']",Not found,Not found,Not found,Passed,23 December 1971 (Hungary)
4140,4140,Elvis &amp; James,Not found,"['Joey de Leon', 'Rene Requiestas', 'Maricel Laxa']",['Tony Y. Reyes'],Not found,Buhay pa... Mukhang alamat na!,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,19 December 1949 (USA)
4141,4141,The Clown and the Kids,75,"['Emmett Kelly', 'Burt Stratford', 'Katie Dunn']",['Mende Brown'],"Koprivshtitza, Bulgaria",The Pied Piper,0,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']",Not found,Not found,Not found,,26 July 1989 (Philippines)
4142,4142,Soledad y Larguirucho,80,"['Guillermo Andino', 'Carlos Balá', 'Diego Capusotto']","['Manuel García Ferré', 'Néstor Montalbano']","San Luis, Argentina",Not found,0,"['Animation', 'Adventure', 'Musical']","ARS8,000,000
            ",Not found,"$315,938",,October 1968 (USA)
4143,4143,Abi foq al-Shagara,142,"['Abdel Halim Hafez', 'Nadia Lutfi', 'Mervat Amin']",['Hussein Kamal'],"Alexandria, Egypt",My Father Is on the Tree,0,"['Musical', 'Comedy', 'Drama', 'Romance']",Not found,Not found,Not found,,5 July 2012 (Argentina)
4144,4144,Ali in Wonderland,Not found,"['Joey de Leon', 'Ogie Alcasid', 'Charito Solis']",['Tony Y. Reyes'],Not found,Not found,0,"['Adventure', 'Comedy', 'Fantasy', 'Musical']",Not found,Not found,Not found,,17 February 1969 (Egypt)
4145,4145,Mermaids,76,"['Yuliya Leybyuk', ""Chris O'Brocki""]",['Babak Mansouri'],"Los Angeles, California, USA",Not found,0,"['contentRating: TV-PG', 'actor: [', '{', '@type: Person', 'url: /name/nm10058186/', 'name: Yuliya Leybyuk', '}', '{', '@type: Person', 'url: /name/nm2298370/', 'name: Chris O\\u0027Brocki', '}']",Not found,Not found,Not found,TV-PG,11 January 1992 (Philippines)
4146,4146,The Only Girl,89,"['Lilian Harvey', 'Charles Boyer', 'Mady Christians']",['Friedrich Hollaender'],Not found,Heart Song,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0367613/', 'name: Lilian Harvey', '}', '{', '@type: Person', 'url: /name/nm0000964/', 'name: Charles Boyer', '}', '{', '@type: Person', 'url: /name/nm0160130/', 'name: Mady Christians', '}', '{', '@type: Person', 'url: /name/nm0263052/', 'name: Maurice Evans', '}']",Not found,Not found,Not found,,23 March 2018 (USA)
4147,4147,Duelers - IMDb</title>,Not found,['Tom Mcgovern'],['Christian Cicerone'],"Pontiac, Michigan, USA",Not found,0,"['actor: {', '@type: Person', 'url: /name/nm6223838/', 'name: Tom Mcgovern', '}', 'director: {', '@type: Person', 'url: /name/nm8738983/', 'name: Christian Cicerone', '}', 'creator: [', '{', '@type: Person', 'url: /name/nm7866101/', 'name: Drew De Four', '}', '{', '@type: Organization', 'url: /company/co0249578/', '}']",Not found,Not found,Not found,,6 June 1934 (USA)
4148,4148,Massacre,45,"['Nick Kaprelian', 'Kelly Kiorpes', 'Anthony Lamarr']",['Will Gartside'],"Madison, Wisconsin, USA",Not found,0,"['Comedy', 'Horror', 'Musical']","$7,500
            ",Not found,Not found,,Not found
4149,4149,Die lustige Witwe,110,"['Peter Alexander', 'Karin Hübner', 'Gunther Philipp']",['Werner Jacobs'],"Ateliers der Wien-Film G.m.b.H., Sievering, Vienna, Austria",Den glade enke,0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0018667/', 'name: Peter Alexander', '}', '{', '@type: Person', 'url: /name/nm0406125/', 'name: Karin Hübner', '}', '{', '@type: Person', 'url: /name/nm0679973/', 'name: Gunther Philipp', '}', '{', '@type: Person', 'url: /name/nm0856764/', 'name: Maurice Teynac', '}']",Not found,Not found,Not found,Not Rated,27 January 2008 (USA)
4150,4150,The Adventurer of Seville,92,"['Luis Mariano', 'Lolita Sevilla', 'José Isbert']",['Ladislao Vajda'],"Sevilla, Andalucía, Spain",The Adventurer of Seville,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,20 December 1962 (West Germany)
4151,4151,Bajo el cielo andaluz,90,"['Marifé de Triana', 'Roberto Camardiel', 'María Arias']",['Arturo Ruiz Castillo'],"Écija, Sevilla, Andalucía, Spain",Not found,0,"['Comedy', 'Musical', 'Romance']",Not found,Not found,Not found,,5 April 1954 (France)
4152,4152,Silva,78,"['Zoya Smirnova-Nemirovich', 'Niyaz Dautov', 'Margarita Sakalis']",['Aleksandr Ivanovsky'],Not found,Gypsy Princess,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,4 July 1960 (Spain)
4153,4153,Diplopennies,74,"['Aliki Vougiouklaki', 'Dimitris Papamichael', 'Vasilis Avlonitis']",['George Skalenakis'],Not found,Dancing the Sirtaki,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,13 November 1944 (Soviet Union)
4154,4154,Break the News,72,"['Jack Buchanan', 'Maurice Chevalier', 'June Knight']",['René Clair'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Gewagtes Spiel,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,14 March 1966 (Greece)
4155,4155,Black Widow,50,"['Martin Tielli', 'Sarah Slean', ""Mary Margaret O'Hara""]",['David Mortin'],Not found,Not found,0,"['Crime', 'Musical', 'Mystery']",Not found,Not found,Not found,,1 January 1941 (USA)
4156,4156,Fruit Fly,94,"['L.A. Renigen', 'Mike Curtis', 'Theresa Navarro']",['H.P. Mendoza'],"San Francisco, California, USA",Not found,0,"['Comedy', 'Musical']",Not found,Not found,Not found,Not Rated,29 September 2005 (Canada)
4157,4157,Operette,107,"['Willi Forst', 'Maria Holst', 'Dora Komar']","['Willi Forst', 'Karl Hartl']","Vienna, Austria",Operetta,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0286924/', 'name: Willi Forst', '}', '{', '@type: Person', 'url: /name/nm0392318/', 'name: Maria Holst', '}', '{', '@type: Person', 'url: /name/nm0464532/', 'name: Dora Komar', '}', '{', '@type: Person', 'url: /name/nm0405977/', 'name: Paul Hörbiger', '}']",Not found,Not found,Not found,,17 July 2010 (Singapore)
4158,4158,Gau sing bou hei,86,"['Leslie Cheung', 'Raymond Pak-Ming Wong', 'Michael Man-Kin Chow']",['Clifton Ko'],Not found,Gau sing biu choi,0,"['Comedy', 'Musical', 'Romance']",Not found,Not found,Not found,,4 June 1949 (USA)
4159,4159,Op stap,78,"['Fien de la Mar', 'Philip Dorn', 'Adolphe Engers']",['Ernst Winar'],"Amsterdam, Noord-Holland, Netherlands",Not found,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,14 February 1998 (Hong Kong)
4160,4160,"Rita, la figlia americana",101,"['Totò', 'Rita Pavone', 'Fabrizio Capucci']",['Piero Vivarelli'],"Rome, Lazio, Italy",Rita,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,Not found
4161,4161,City of God's Son,67,['Delroy Lindo'],Not found,Not found,Not found,0,"['Crime', 'Drama', 'Fantasy', 'History', 'Music', 'Musical']",Not found,Not found,Not found,,4 December 1965 (Italy)
4162,4162,Stranger from Hong-Kong,85,"['Dalida', 'Philippe Nicaud', 'Tania Béryl']",['Jacques Poitrenaud'],"Hong Kong, China",Stranger from Hong-Kong,0,"['Action', 'Crime', 'Musical']",Not found,Not found,Not found,,Not found
4163,4163,Panduranga Mahatyam,Not found,"['Taraka Rama Rao Nandamuri', 'Anjali Devi', 'Chittor V. Nagaiah']",['Kamalakara Kameshwara Rao'],Not found,Pundarikuni Katha,0,"['Drama', 'History', 'Musical']",Not found,Not found,Not found,,2 August 1963 (France)
4164,4164,Prema Vijeta,Not found,Not found,Not found,Not found,Not found,0,[],Not found,Not found,Not found,,Not found
4165,4165,Shanti Kranti,142,"['Nagarjuna Akkineni', 'V. Ravichandran', 'Juhi Chawla']",['V. Ravichandran'],"Bangalore, Karnataka, India",Not found,0,"['Action', 'Drama', 'Musical', 'Romance']","INR100,000,000
            ",Not found,Not found,,Not found
4166,4166,La Leyenda - IMDb</title>,Not found,"['Marlon Moreno', 'Gregorio Pernía', 'Mark Tacher']",['Elias Acosta'],Puerto Rico,Not found,0,"['Drama', 'Musical']",Not found,Not found,Not found,,19 September 1991 (India)
4167,4167,Dos gallos y dos gallinas,94,"['Miguel Aceves Mejía', 'Marco Antonio Muñiz', 'María Duval']",['Emilio Gómez Muriel'],"Cuautla, Morelos, Mexico",Not found,0,"['Comedy', 'Musical', 'Western']",Not found,Not found,Not found,,Not found
4168,4168,Schlagerrevue 1962,93,"['Erika Remberg', 'Gustavo Rojo', 'Heinz Conrads']",['Thomas Engel'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0718878/', 'name: Erika Remberg', '}', '{', '@type: Person', 'url: /name/nm0737924/', 'name: Gustavo Rojo', '}', '{', '@type: Person', 'url: /name/nm0175765/', 'name: Heinz Conrads', '}', '{', '@type: Person', 'url: /name/nm0127031/', 'name: Freddy Böhm', '}']",Not found,Not found,Not found,,1963 (USA)
4169,4169,Lidsville - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['Animation', 'Musical']",Not found,Not found,Not found,,22 December 1961 (West Germany)
4170,4170,Mermaid of Naples,92,"['Marisa Allasio', 'Massimo Serato', 'Yvette Lebon']",['Luigi Capuano'],Not found,Mermaid of Naples,0,"['Musical', 'Comedy']",Not found,Not found,Not found,,Not found
4171,4171,Mr. Bricks: A Heavy Metal Murder Musical,71,"['Tim Dax', 'Nicola Fiore', 'Vito Trigo']",['Travis Campbell'],Not found,Not found,0,"['Crime', 'Horror', 'Musical']",Not found,Not found,Not found,Not Rated,27 September 1956 (Italy)
4172,4172,Fatma,124,"['Awatef Jendoubi', 'Nabila Gouider', 'Bagdadi Aoum']",['Khaled Ghorbal'],Not found,Not found,0,"['Drama', 'Musical']",Not found,Not found,"$62,930",,15 October 2011 (USA)
4173,4173,Bete Balanço,74,"['Débora Bloch', 'Lauro Corona', 'Diogo Vilela']",['Lael Rodrigues'],Not found,Rock Rióban,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0088614/', 'name: Débora Bloch', '}', '{', '@type: Person', 'url: /name/nm0180564/', 'name: Lauro Corona', '}', '{', '@type: Person', 'url: /name/nm0897478/', 'name: Diogo Vilela', '}', '{', '@type: Person', 'url: /name/nm0079193/', 'name: Maria Zilda Bethlem', '}']",Not found,Not found,Not found,,27 February 2002 (France)
4174,4174,Jam down,80,Not found,['Emmanuel Bonn'],Jamaica,Not found,0,"['Documentary', 'Musical']",Not found,Not found,Not found,Not Rated,30 July 1984 (Brazil)
4175,4175,Ragol Fakad Aklah,Not found,"['Farid Shawqi', 'Adel Emam', 'Soheir Ramzy']",['Mohamed Abdelaziz'],Not found,Not found,0,"['Comedy', 'Drama', 'Musical', 'Romance', 'Sport']",Not found,Not found,Not found,,25 March 1981 (France)
4176,4176,Tuxedo Junction,70,"['Leon Weaver', 'June Weaver', 'Frank Weaver']",['Frank McDonald'],"Republic Studios - 4024 Radford Avenue, North Hollywood, Los Angeles, California, USA",The Gang Made Good,0,"['Comedy', 'Musical', 'Romance']",Not found,Not found,Not found,Passed,14 April 1980 (Egypt)
